shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
"33","-12.993193","-38.475417","76","2914"
"33","-12.992795","-38.475412","77","2958"
"33","-12.992377","-38.475321","78","3006"
"33","-12.991943","-38.475063","79","3062"
"33","-12.991656","-38.474806","80","3104"
"33","-12.991421","-38.474564","81","3141"
"33","-12.991149","-38.474280","82","3184"
"33","-12.990861","-38.473985","83","3229"
"33","-12.990621","-38.473754","84","3266"
"33","-12.990380","-38.473513","85","3303"
"33","-12.990145","-38.473255","86","3341"
"33","-12.989824","-38.472935","87","3391"
"33","-12.989604","-38.472672","88","3429"
"33","-12.989468","-38.472351","89","3467"
"33","-12.989353","-38.472029","90","3504"
"33","-12.989275","-38.471610","91","3550"
"33","-12.989219","-38.471174","92","3598"
"33","-12.989099","-38.470649","93","3656"
"33","-12.988963","-38.470193","94","3708"
"33","-12.988738","-38.469683","95","3769"
"33","-12.988560","-38.469297","96","3815"
"33","-12.988269","-38.468678","97","3890"
"33","-12.988081","-38.468206","98","3945"
"33","-12.987961","-38.467922","99","3979"
"33","-12.987820","-38.467654","100","4012"
"33","-12.987626","-38.467359","101","4051"
"33","-12.987360","-38.467150","102","4088"
"33","-12.987031","-38.466978","103","4129"
"33","-12.986534","-38.466887","104","4185"
"33","-12.985907","-38.466838","105","4255"
"33","-12.985418","-38.466801","106","4310"
"33","-12.985037","-38.466785","107","4352"
"33","-12.984436","-38.466769","108","4419"
"33","-12.983908","-38.466699","109","4478"
"33","-12.983312","-38.466640","110","4545"
"33","-12.982994","-38.466516","111","4583"
"33","-12.982602","-38.466398","112","4628"
"33","-12.982226","-38.466247","113","4673"
"33","-12.981907","-38.466092","114","4712"
"33","-12.981651","-38.466011","115","4742"
"33","-12.981217","-38.466011","116","4790"
"33","-12.980762","-38.465947","117","4841"
"33","-12.980475","-38.465791","118","4877"
"33","-12.980250","-38.465577","119","4911"
"33","-12.980025","-38.465298","120","4950"
"33","-12.979879","-38.464922","121","4994"
"33","-12.979733","-38.464606","122","5032"
"33","-12.979534","-38.464311","123","5071"
"33","-12.979356","-38.464026","124","5108"
"33","-12.979232","-38.463812","125","5135"
"33","-12.979127","-38.463667","126","5155"
"34","-13.005561","-38.457547","1","0"
"34","-13.005248","-38.457617","2","36"
"34","-13.005052","-38.457724","3","61"
"34","-13.004605","-38.457839","4","112"
"34","-13.004307","-38.457895","5","146"
"34","-13.003926","-38.457966","6","189"
"34","-13.003500","-38.458057","7","237"
"34","-13.003169","-38.458141","8","275"
"34","-13.002783","-38.458224","9","319"
"34","-13.002404","-38.458301","10","362"
"34","-13.002080","-38.458393","11","399"
"34","-13.001754","-38.458482","12","437"
"34","-13.001503","-38.458619","13","469"
"34","-13.001226","-38.458762","14","504"
"34","-13.000967","-38.458872","15","535"
"34","-13.000729","-38.459001","16","565"
"34","-13.000554","-38.459108","17","588"
"34","-13.000342","-38.459255","18","616"
"34","-13.000151","-38.459411","19","643"
"34","-12.999984","-38.459615","20","672"
"34","-12.999880","-38.459733","21","689"
"34","-12.999786","-38.459872","22","707"
"34","-12.999665","-38.460073","23","733"
"34","-12.999584","-38.460221","24","751"
"34","-12.999414","-38.460498","25","787"
"34","-12.999257","-38.460747","26","819"
"34","-12.999145","-38.460924","27","842"
"34","-12.999030","-38.461106","28","866"
"34","-12.998933","-38.461267","29","887"
"34","-12.998805","-38.461471","30","913"
"34","-12.998685","-38.461675","31","939"
"34","-12.998557","-38.461863","32","964"
"34","-12.998371","-38.462163","33","1003"
"34","-12.998238","-38.462364","34","1029"
"34","-12.998104","-38.462574","35","1056"
"34","-12.997989","-38.462745","36","1079"
"34","-12.997848","-38.462957","37","1107"
"34","-12.997684","-38.463201","38","1139"
"34","-12.997587","-38.463360","39","1159"
"34","-12.997456","-38.463553","40","1185"
"34","-12.997326","-38.463765","41","1212"
"34","-12.997203","-38.463987","42","1240"
"34","-12.997090","-38.464137","43","1261"
"34","-12.997036","-38.464293","44","1279"
"34","-12.996986","-38.464446","45","1297"
"34","-12.996918","-38.464682","46","1324"
"34","-12.996855","-38.464840","47","1343"
"34","-12.996811","-38.465017","48","1363"
"34","-12.996735","-38.465259","49","1391"
"34","-12.996636","-38.465572","50","1427"
"34","-12.996539","-38.465913","51","1466"
"34","-12.996484","-38.466203","52","1498"
"34","-12.996424","-38.466484","53","1529"
"34","-12.996377","-38.466712","54","1554"
"34","-12.996356","-38.466927","55","1577"
"34","-12.996333","-38.467115","56","1598"
"34","-12.996319","-38.467386","57","1627"
"34","-12.996296","-38.467662","58","1657"
"34","-12.996278","-38.467994","59","1693"
"34","-12.996259","-38.468193","60","1715"
"34","-12.996251","-38.468391","61","1736"
"34","-12.996241","-38.468587","62","1757"
"34","-12.996223","-38.468855","63","1786"
"34","-12.996204","-38.469051","64","1807"
"34","-12.996178","-38.469295","65","1834"
"34","-12.996170","-38.469585","66","1865"
"34","-12.996155","-38.469867","67","1896"
"34","-12.996152","-38.470065","68","1917"
"34","-12.996134","-38.470315","69","1944"
"34","-12.996116","-38.470620","70","1977"
"34","-12.996105","-38.470894","71","2007"
"34","-12.996095","-38.471355","72","2057"
"34","-12.996084","-38.471615","73","2085"
"34","-12.996063","-38.471951","74","2122"
"34","-12.996029","-38.472243","75","2154"
"34","-12.995974","-38.472574","76","2190"
"34","-12.995919","-38.472848","77","2220"
"34","-12.995872","-38.473081","78","2246"
"34","-12.995810","-38.473304","79","2271"
"34","-12.995768","-38.473500","80","2293"
"34","-12.995702","-38.473744","81","2320"
"34","-12.995666","-38.473945","82","2342"
"34","-12.995642","-38.474109","83","2360"
"34","-12.995611","-38.474337","84","2385"
"34","-12.995577","-38.474586","85","2412"
"34","-12.995548","-38.474809","86","2436"
"34","-12.995540","-38.475012","87","2458"
"34","-12.995530","-38.475214","88","2480"
"34","-12.995522","-38.475361","89","2496"
"34","-12.995525","-38.475562","90","2518"
"34","-12.995540","-38.475879","91","2552"
"34","-12.995614","-38.476241","92","2592"
"34","-12.995702","-38.476501","93","2622"
"34","-12.995773","-38.476708","94","2646"
"34","-12.995862","-38.476871","95","2666"
"34","-12.995938","-38.477048","96","2687"
"34","-12.995990","-38.477188","97","2703"
"34","-12.996118","-38.477384","98","2729"
"34","-12.996241","-38.477544","99","2751"
"34","-12.996434","-38.477805","100","2787"
"34","-12.996549","-38.477955","101","2808"
"34","-12.996654","-38.478070","102","2825"
"34","-12.996779","-38.478250","103","2849"
"34","-12.996876","-38.478357","104","2865"
"34","-12.996965","-38.478470","105","2881"
"34","-12.997054","-38.478540","106","2893"
"34","-12.997145","-38.478596","107","2905"
"34","-12.997252","-38.478639","108","2918"
"34","-12.997331","-38.478609","109","2927"
"34","-12.997396","-38.478550","110","2937"
"34","-12.997472","-38.478467","111","2949"
"34","-12.997511","-38.478354","112","2962"
"34","-12.997469","-38.478253","113","2974"
"34","-12.997349","-38.478132","114","2993"
"34","-12.997239","-38.477995","115","3012"
"34","-12.997109","-38.477823","116","3036"
"34","-12.996949","-38.477638","117","3063"
"34","-12.996811","-38.477448","118","3089"
"34","-12.996620","-38.477209","119","3123"
"34","-12.996468","-38.476971","120","3154"
"34","-12.996319","-38.476772","121","3181"
"34","-12.996225","-38.476641","122","3199"
"34","-12.996079","-38.476426","123","3227"
"34","-12.995948","-38.476217","124","3254"
"34","-12.995779","-38.476049","125","3280"
"34","-12.995623","-38.475923","126","3302"
"34","-12.995419","-38.475784","127","3329"
"34","-12.995212","-38.475642","128","3357"
"34","-12.994938","-38.475542","129","3389"
"34","-12.994705","-38.475472","130","3416"
"34","-12.994431","-38.475405","131","3447"
"34","-12.994117","-38.475378","132","3482"
"34","-12.993764","-38.475397","133","3521"
"34","-12.993498","-38.475410","134","3551"
"34","-12.993228","-38.475414","135","3581"
"34","-12.992863","-38.475412","136","3622"
"34","-12.992481","-38.475350","137","3665"
"34","-12.992149","-38.475218","138","3705"
"34","-12.991914","-38.475039","139","3738"
"34","-12.991692","-38.474819","140","3772"
"34","-12.991399","-38.474545","141","3816"
"34","-12.991090","-38.474227","142","3865"
"34","-12.990862","-38.474007","143","3900"
"34","-12.990562","-38.473709","144","3946"
"34","-12.990277","-38.473436","145","3989"
"34","-12.990021","-38.473176","146","4029"
"34","-12.989817","-38.472956","147","4062"
"34","-12.989634","-38.472704","148","4096"
"34","-12.989522","-38.472502","149","4121"
"34","-12.989396","-38.472147","150","4162"
"34","-12.989330","-38.471833","151","4197"
"34","-12.989275","-38.471562","152","4227"
"34","-12.989220","-38.471262","153","4260"
"34","-12.989173","-38.471005","154","4288"
"34","-12.989088","-38.470638","155","4329"
"34","-12.989005","-38.470345","156","4362"
"34","-12.988874","-38.470037","157","4398"
"34","-12.988756","-38.469736","158","4433"
"34","-12.988598","-38.469406","159","4473"
"34","-12.988417","-38.469009","160","4521"
"34","-12.988318","-38.468779","161","4548"
"34","-12.988187","-38.468460","162","4586"
"34","-12.988065","-38.468177","163","4620"
"34","-12.987921","-38.467834","164","4661"
"34","-12.987783","-38.467552","165","4695"
"34","-12.987657","-38.467416","166","4715"
"34","-12.987490","-38.467244","167","4741"
"34","-12.987244","-38.467086","168","4773"
"34","-12.986981","-38.466975","169","4805"
"34","-12.986751","-38.466910","170","4832"
"34","-12.986440","-38.466878","171","4867"
"34","-12.986145","-38.466861","172","4900"
"34","-12.985834","-38.466840","173","4935"
"34","-12.985598","-38.466829","174","4961"
"34","-12.985279","-38.466797","175","4997"
"34","-12.985004","-38.466797","176","5028"
"34","-12.984711","-38.466773","177","5061"
"34","-12.984442","-38.466754","178","5091"
"34","-12.984084","-38.466725","179","5131"
"34","-12.983812","-38.466702","180","5161"
"34","-12.983553","-38.466662","181","5190"
"34","-12.983244","-38.466622","182","5225"
"34","-12.982991","-38.466555","183","5254"
"34","-12.982756","-38.466472","184","5282"
"34","-12.982520","-38.466367","185","5311"
"34","-12.982290","-38.466257","186","5339"
"34","-12.982102","-38.466190","187","5361"
"34","-12.981880","-38.466080","188","5388"
"34","-12.981648","-38.466021","189","5415"
"34","-12.981423","-38.465991","190","5440"
"34","-12.981237","-38.466000","191","5461"
"34","-12.981036","-38.465989","192","5483"
"34","-12.980819","-38.465954","193","5507"
"34","-12.980571","-38.465837","194","5537"
"34","-12.980374","-38.465716","195","5563"
"34","-12.980199","-38.465529","196","5591"
"34","-12.980037","-38.465300","197","5622"
"34","-12.979950","-38.465123","198","5644"
"34","-12.979848","-38.464882","199","5673"
"34","-12.979778","-38.464721","200","5692"
"34","-12.979692","-38.464557","201","5712"
"34","-12.979608","-38.464393","202","5732"
"34","-12.979488","-38.464259","203","5752"
"34","-12.979381","-38.464085","204","5774"
"34","-12.979247","-38.463900","205","5799"
"34","-12.979161","-38.463763","206","5817"
"34","-12.979040","-38.463736","207","5831"
"35","-12.979115","-38.463913","1","0"
"35","-12.978927","-38.463678","2","33"
"35","-12.979428","-38.464256","3","117"
"35","-12.979559","-38.464443","4","142"
"35","-12.979698","-38.464634","5","168"
"35","-12.979776","-38.464872","6","195"
"35","-12.979949","-38.465224","7","238"
"35","-12.980119","-38.465510","8","274"
"35","-12.980265","-38.465673","9","298"
"35","-12.980440","-38.465808","10","322"
"35","-12.980641","-38.465931","11","348"
"35","-12.980830","-38.466013","12","371"
"35","-12.981005","-38.466056","13","391"
"35","-12.981211","-38.466064","14","414"
"35","-12.981405","-38.466053","15","436"
"35","-12.981835","-38.466093","16","484"
"35","-12.982052","-38.466189","17","510"
"35","-12.982251","-38.466275","18","534"
"35","-12.982458","-38.466373","19","559"
"35","-12.982654","-38.466458","20","583"
"35","-12.982910","-38.466564","21","614"
"35","-12.983166","-38.466700","22","646"
"35","-12.983398","-38.466789","23","674"
"35","-12.983623","-38.466856","24","700"
"35","-12.983863","-38.466899","25","727"
"35","-12.984353","-38.466961","26","782"
"35","-12.984625","-38.466986","27","812"
"35","-12.984905","-38.467001","28","843"
"35","-12.985180","-38.467006","29","874"
"35","-12.985722","-38.467047","30","934"
"35","-12.985966","-38.467068","31","961"
"35","-12.986303","-38.467095","32","999"
"35","-12.986671","-38.467127","33","1040"
"35","-12.987176","-38.467223","34","1097"
"35","-12.987626","-38.467534","35","1157"
"35","-12.987981","-38.468071","36","1227"
"35","-12.988117","-38.468521","37","1278"
"35","-12.988326","-38.468929","38","1328"
"35","-12.988535","-38.469422","39","1386"
"35","-12.988734","-38.470227","40","1476"
"35","-12.988880","-38.470710","41","1531"
"35","-12.988935","-38.471040","42","1567"
"35","-12.989018","-38.471356","43","1603"
"35","-12.989071","-38.471721","44","1643"
"35","-12.989149","-38.472054","45","1680"
"35","-12.989295","-38.472488","46","1730"
"35","-12.989552","-38.472805","47","1775"
"35","-12.989928","-38.473266","48","1840"
"35","-12.990250","-38.473575","49","1889"
"35","-12.990695","-38.474031","50","1959"
"35","-12.991097","-38.474482","51","2025"
"35","-12.991384","-38.474710","52","2065"
"35","-12.991781","-38.475144","53","2130"
"35","-12.992183","-38.475429","54","2184"
"35","-12.992847","-38.475659","55","2262"
"35","-12.993372","-38.475761","56","2321"
"35","-12.993691","-38.475766","57","2357"
"35","-12.994319","-38.475804","58","2427"
"35","-12.994731","-38.475836","59","2473"
"35","-12.995082","-38.475986","60","2515"
"35","-12.995427","-38.476373","61","2572"
"35","-12.995557","-38.476571","62","2598"
"35","-12.995851","-38.476968","63","2652"
"35","-12.996107","-38.477391","64","2706"
"35","-12.996373","-38.477713","65","2752"
"35","-12.996530","-38.477939","66","2782"
"35","-12.996875","-38.478303","67","2837"
"35","-12.997068","-38.478539","68","2870"
"35","-12.997222","-38.478647","69","2891"
"35","-12.997393","-38.478647","70","2910"
"35","-12.997482","-38.478539","71","2925"
"35","-12.997548","-38.478394","72","2942"
"35","-12.997548","-38.478260","73","2957"
"35","-12.997309","-38.478057","74","2992"
"35","-12.997168","-38.477810","75","3023"
"35","-12.996990","-38.477590","76","3054"
"35","-12.996792","-38.477338","77","3089"
"35","-12.996562","-38.477016","78","3132"
"35","-12.996358","-38.476715","79","3172"
"35","-12.996164","-38.476436","80","3209"
"35","-12.995940","-38.476131","81","3250"
"35","-12.995668","-38.475900","82","3289"
"35","-12.995317","-38.475669","83","3335"
"35","-12.994987","-38.475518","84","3375"
"35","-12.994580","-38.475422","85","3421"
"35","-12.994041","-38.475373","86","3481"
"35","-12.993618","-38.475395","87","3528"
"35","-12.993189","-38.475400","88","3576"
"35","-12.992766","-38.475379","89","3623"
"35","-12.992353","-38.475277","90","3670"
"35","-12.991888","-38.475009","91","3729"
"35","-12.991658","-38.474757","92","3766"
"35","-12.991449","-38.474580","93","3796"
"35","-12.991149","-38.474281","94","3843"
"35","-12.990830","-38.473970","95","3892"
"35","-12.990538","-38.473659","96","3939"
"35","-12.990099","-38.473219","97","4007"
"35","-12.989895","-38.473015","98","4039"
"35","-12.989691","-38.472758","99","4075"
"35","-12.989524","-38.472484","100","4110"
"35","-12.989403","-38.472071","101","4157"
"35","-12.989294","-38.471759","102","4193"
"38","-12.978861","-38.464049","1","0"
"38","-12.979285","-38.464275","2","53"
"38","-12.979745","-38.464835","3","132"
"38","-12.980126","-38.465516","4","217"
"38","-12.980309","-38.465698","5","245"
"38","-12.980550","-38.465867","6","277"
"38","-12.980804","-38.465937","7","306"
"38","-12.981070","-38.465983","8","336"
"38","-12.981274","-38.466010","9","359"
"38","-12.981611","-38.466055","10","397"
"38","-12.981789","-38.466104","11","418"
"38","-12.982113","-38.466219","12","456"
"38","-12.982391","-38.466401","13","493"
"38","-12.982757","-38.466600","14","539"
"38","-12.983196","-38.466761","15","591"
"38","-12.983593","-38.466911","16","638"
"38","-12.983990","-38.466932","17","682"
"38","-12.984241","-38.466954","18","710"
"38","-12.984785","-38.467018","19","771"
"38","-12.985193","-38.467050","20","817"
"38","-12.985694","-38.467061","21","873"
"38","-12.986230","-38.467108","22","933"
"38","-12.986669","-38.467151","23","982"
"38","-12.987265","-38.467344","24","1052"
"38","-12.987714","-38.467623","25","1110"
"38","-12.988028","-38.468192","26","1181"
"38","-12.988425","-38.469168","27","1296"
"38","-12.988603","-38.469887","28","1376"
"38","-12.988844","-38.470758","29","1474"
"38","-12.989000","-38.471595","30","1566"
"38","-12.989115","-38.472131","31","1626"
"38","-12.989387","-38.472603","32","1685"
"38","-12.989764","-38.473108","33","1754"
"38","-12.990043","-38.473348","34","1795"
"38","-12.990597","-38.473927","35","1883"
"38","-12.991005","-38.474388","36","1951"
"38","-12.991737","-38.475118","37","2065"
"38","-12.992249","-38.475483","38","2134"
"38","-12.992709","-38.475697","39","2190"
"38","-12.993138","-38.475740","40","2238"
"38","-12.993483","-38.475730","41","2276"
"38","-12.993995","-38.475730","42","2333"
"38","-12.994601","-38.475579","43","2402"
"38","-12.994957","-38.475376","44","2447"
"38","-12.995385","-38.474946","45","2514"
"38","-12.995678","-38.474528","46","2570"
"38","-12.995762","-38.474034","47","2624"
"38","-12.995856","-38.473541","48","2678"
"38","-12.995929","-38.472983","49","2739"
"38","-12.996013","-38.472350","50","2808"
"38","-12.996138","-38.471717","51","2878"
"38","-12.996169","-38.471095","52","2946"
"38","-12.996232","-38.470387","53","3023"
"38","-12.996243","-38.469582","54","3110"
"38","-12.996274","-38.468863","55","3188"
"38","-12.996347","-38.468134","56","3267"
"38","-12.996358","-38.467619","57","3323"
"38","-12.996419","-38.467186","58","3370"
"38","-12.996462","-38.466864","59","3405"
"38","-12.996534","-38.466451","60","3451"
"38","-12.996662","-38.466021","61","3500"
"38","-12.996750","-38.465571","62","3550"
"38","-12.996961","-38.464970","63","3619"
"38","-12.997003","-38.464700","64","3649"
"38","-12.997159","-38.464281","65","3698"
"38","-12.997327","-38.463874","66","3746"
"38","-12.997525","-38.463595","67","3783"
"38","-12.997787","-38.463166","68","3838"
"38","-12.997922","-38.462865","69","3874"
"38","-12.998226","-38.462436","70","3932"
"38","-12.998890","-38.461423","71","4064"
"38","-12.999371","-38.460676","72","4161"
"38","-13.000265","-38.459850","73","4295"
"38","-13.000777","-38.459711","74","4354"
"38","-13.002209","-38.459370","75","4518"
"38","-13.003956","-38.459024","76","4716"
"38","-13.005461","-38.458702","77","4887"
"38","-13.006256","-38.458520","78","4978"
"38","-13.006015","-38.457565","79","5085"
"38","-13.005639","-38.457597","80","5127"
"38","-13.005189","-38.457672","81","5178"
"39","-13.005826","-38.457449","1","0"
"39","-13.004425","-38.457748","2","159"
"39","-13.003406","-38.457989","3","275"
"39","-13.001719","-38.458364","4","467"
"39","-13.000635","-38.458957","5","604"
"39","-13.000065","-38.459386","6","683"
"39","-12.999839","-38.459695","7","725"
"39","-12.999671","-38.459973","8","760"
"39","-12.999490","-38.460290","9","800"
"39","-12.999273","-38.460607","10","842"
"39","-12.999119","-38.460832","11","872"
"39","-12.998976","-38.461086","12","904"
"39","-12.998811","-38.461370","13","940"
"39","-12.998595","-38.461714","14","984"
"39","-12.998446","-38.461961","15","1016"
"39","-12.998320","-38.462191","16","1045"
"39","-12.998213","-38.462392","17","1070"
"39","-12.998065","-38.462622","18","1100"
"39","-12.997866","-38.462942","19","1141"
"39","-12.997647","-38.463296","20","1186"
"39","-12.997451","-38.463507","21","1218"
"39","-12.997231","-38.463811","22","1259"
"39","-12.997064","-38.464098","23","1295"
"39","-12.996970","-38.464326","24","1322"
"39","-12.996857","-38.464653","25","1360"
"39","-12.996692","-38.465133","26","1415"
"39","-12.996606","-38.465428","27","1448"
"39","-12.996520","-38.465729","28","1482"
"39","-12.996431","-38.466171","29","1531"
"39","-12.996362","-38.466521","30","1570"
"39","-12.996315","-38.466886","31","1610"
"39","-12.996253","-38.467363","32","1662"
"39","-12.996216","-38.467739","33","1703"
"39","-12.996212","-38.468167","34","1749"
"39","-12.996181","-38.468617","35","1798"
"39","-12.996165","-38.469052","36","1845"
"39","-12.996155","-38.469529","37","1897"
"39","-12.996123","-38.470071","38","1956"
"39","-12.996102","-38.470495","39","2002"
"39","-12.996061","-38.471037","40","2061"
"39","-12.996082","-38.471350","41","2095"
"39","-12.996035","-38.471784","42","2142"
"39","-12.995982","-38.472396","43","2209"
"39","-12.995841","-38.473029","44","2279"
"39","-12.995745","-38.473422","45","2323"
"39","-12.995593","-38.473959","46","2384"
"39","-12.995495","-38.474345","47","2427"
"39","-12.995526","-38.474935","48","2491"
"39","-12.995505","-38.475783","49","2583"
"39","-12.995756","-38.476791","50","2696"
"39","-12.995955","-38.477091","51","2735"
"39","-12.996237","-38.477306","52","2774"
"39","-12.996457","-38.477628","53","2817"
"39","-12.996739","-38.477982","54","2867"
"39","-12.996990","-38.478046","55","2896"
"39","-12.997105","-38.477853","56","2921"
"39","-12.996896","-38.477585","57","2958"
"39","-12.996603","-38.477242","58","3007"
"39","-12.996362","-38.476931","59","3050"
"39","-12.996070","-38.476534","60","3104"
"39","-12.995798","-38.476137","61","3157"
"39","-12.995484","-38.475922","62","3199"
"39","-12.995066","-38.475611","63","3256"
"39","-12.994418","-38.475439","64","3331"
"39","-12.993759","-38.475461","65","3404"
"39","-12.993038","-38.475439","66","3484"
"39","-12.992442","-38.475375","67","3551"
"39","-12.991836","-38.474967","68","3632"
"39","-12.991449","-38.474681","69","3685"
"39","-12.991031","-38.474251","70","3751"
"39","-12.990539","-38.473854","71","3821"
"39","-12.990163","-38.473436","72","3883"
"39","-12.989787","-38.473007","73","3946"
"39","-12.989494","-38.472513","74","4009"
"39","-12.989379","-38.472052","75","4061"
"39","-12.989285","-38.471601","76","4111"
"39","-12.989170","-38.471258","77","4150"
"39","-12.989065","-38.470732","78","4208"
"39","-12.988950","-38.470196","79","4268"
"39","-12.988626","-38.469574","80","4345"
"39","-12.988365","-38.468962","81","4417"
"39","-12.988072","-38.468254","82","4500"
"39","-12.987831","-38.467818","83","4554"
"39","-12.987622","-38.467357","84","4609"
"39","-12.986900","-38.466938","85","4701"
"39","-12.986064","-38.466831","86","4795"
"39","-12.985301","-38.466777","87","4880"
"39","-12.984642","-38.466745","88","4953"
"39","-12.983858","-38.466670","89","5041"
"39","-12.982875","-38.466498","90","5152"
"39","-12.982217","-38.466209","91","5232"
"39","-12.981548","-38.466016","92","5309"
"39","-12.980575","-38.465887","93","5418"
"39","-12.980021","-38.465383","94","5500"
"39","-12.979127","-38.463924","95","5687"
"39","-12.978186","-38.462534","96","5871"
"39","-12.976781","-38.461473","97","6065"
"39","-12.977465","-38.462379","98","6189"
"39","-12.978628","-38.463570","99","6372"
