Epochs,loss
1,20.491865158081055
2,19.348615646362305
3,18.39702796936035
4,17.400009155273438
5,16.658729553222656
6,15.439810752868652
7,14.062712669372559
8,12.97404956817627
9,11.812353134155273
10,10.770523071289062
11,9.73322582244873
12,8.71558666229248
13,7.749029636383057
14,6.8787384033203125
15,6.142275810241699
16,5.111584186553955
17,4.315191745758057
18,3.85949969291687
19,3.2835826873779297
20,2.8865294456481934
21,2.4392106533050537
22,2.0740468502044678
23,1.7597880363464355
24,1.5618479251861572
25,1.452185034751892
26,1.3320680856704712
27,1.2671416997909546
28,1.2221872806549072
29,1.1620715856552124
30,1.1545652151107788
31,1.1562724113464355
32,1.167812466621399
33,1.1847773790359497
34,1.2030081748962402
35,1.2191482782363892
36,1.230639934539795
37,1.2357378005981445
38,1.2335054874420166
39,1.2237837314605713
40,1.2069224119186401
41,1.1836163997650146
42,1.1548036336898804
43,1.121620535850525
44,1.0801924467086792
45,1.0408551692962646
46,1.0011906623840332
47,0.9625633358955383
48,0.9262534976005554
49,0.8933037519454956
50,0.8644117712974548
51,0.8397114872932434
52,0.8190111517906189
53,0.8017289042472839
54,0.7869814038276672
55,0.7737420201301575
56,0.7609476447105408
57,0.747555136680603
58,0.7330381274223328
59,0.7168087363243103
60,0.6987742185592651
61,0.679078996181488
62,0.6581236124038696
63,0.6367979049682617
64,0.6156681776046753
65,0.5957329273223877
66,0.5776545405387878
67,0.561687171459198
68,0.5479126572608948
69,0.5360298752784729
70,0.5255665183067322
71,0.5160790681838989
72,0.5072817206382751
73,0.4989694058895111
74,0.49126866459846497
75,0.48439303040504456
76,0.47876206040382385
77,0.4748604893684387
78,0.4732215702533722
79,0.47616466879844666
80,0.487262487411499
81,0.47845613956451416
82,0.4673072397708893
83,0.466115802526474
84,0.46627604961395264
85,0.46639585494995117
86,0.4656764566898346
87,0.463817834854126
88,0.4609111249446869
89,0.457316517829895
90,0.45353227853775024
91,0.45006540417671204
92,0.44730204343795776
93,0.4453880190849304
94,0.44420066475868225
95,0.44339266419410706
96,0.4425247013568878
97,0.44123294949531555
98,0.4393700063228607
99,0.43703439831733704
100,0.4344858229160309
