"service_id","monday","tuesday","wednesday","thursday","friday","saturday","sunday","start_date","end_date"
73046_U_1051386,1,1,1,1,1,0,0,20240521,20240621
73489_D_981852,0,0,0,0,0,0,1,20240521,20240621
73489_S_981850,0,0,0,0,0,1,0,20240521,20240621
73489_U_1032654,1,1,1,1,1,0,0,20240521,20240621
73959_D_1046888,0,0,0,0,0,0,1,20240521,20240621
73959_S_1046311,0,0,0,0,0,1,0,20240521,20240621
73959_U_1047175,1,1,1,1,1,0,0,20240521,20240621
73957_D_1047011,0,0,0,0,0,0,1,20240521,20240621
73957_S_1046312,0,0,0,0,0,1,0,20240521,20240621
73957_U_1047177,1,1,1,1,1,0,0,20240521,20240621
73958_D_1047039,0,0,0,0,0,0,1,20240521,20240621
73958_S_1046313,0,0,0,0,0,1,0,20240521,20240621
73958_U_1047178,1,1,1,1,1,0,0,20240521,20240621
74304_D_1046862,0,0,0,0,0,0,1,20240521,20240621
74304_S_1046314,0,0,0,0,0,1,0,20240521,20240621
74304_U_1047179,1,1,1,1,1,0,0,20240521,20240621
73956_D_1046806,0,0,0,0,0,0,1,20240521,20240621
73956_S_1046315,0,0,0,0,0,1,0,20240521,20240621
73956_U_1047181,1,1,1,1,1,0,0,20240521,20240621
75272_D_1046925,0,0,0,0,0,0,1,20240521,20240621
75272_S_1046316,0,0,0,0,0,1,0,20240521,20240621
75272_U_1047182,1,1,1,1,1,0,0,20240521,20240621
75519_U_1050940,1,1,1,1,1,0,0,20240521,20240621
77123_D_1046773,0,0,0,0,0,0,1,20240521,20240621
77123_S_1046317,0,0,0,0,0,1,0,20240521,20240621
77123_U_1047183,1,1,1,1,1,0,0,20240521,20240621
78190_D_1046894,0,0,0,0,0,0,1,20240521,20240621
78190_S_1046318,0,0,0,0,0,1,0,20240521,20240621
78190_U_1047184,1,1,1,1,1,0,0,20240521,20240621
75563_U_1032646,1,1,1,1,1,0,0,20240521,20240621
76343_D_1046875,0,0,0,0,0,0,1,20240521,20240621
76343_S_1046297,0,0,0,0,0,1,0,20240521,20240621
76343_U_1047152,1,1,1,1,1,0,0,20240521,20240621
76335_U_1036539,1,1,1,1,1,0,0,20240521,20240621
76336_D_1046763,0,0,0,0,0,0,1,20240521,20240621
76336_S_1046283,0,0,0,0,0,1,0,20240521,20240621
76336_U_1025284,1,1,1,1,1,0,0,20240521,20240621
76339_U_1025285,1,1,1,1,1,0,0,20240521,20240621
76340_D_1046755,0,0,0,0,0,0,1,20240521,20240621
76340_S_1046286,0,0,0,0,0,1,0,20240521,20240621
76340_U_1047139,1,1,1,1,1,0,0,20240521,20240621
76342_U_1036577,1,1,1,1,1,0,0,20240521,20240621
76549_U_1026529,1,1,1,1,1,0,0,20240521,20240621
77161_U_1047180,1,1,1,1,1,0,0,20240521,20240621
77107_U_1033500,1,1,1,1,1,0,0,20240521,20240621
77315_U_1047176,1,1,1,1,1,0,0,20240521,20240621
77193_U_1032672,1,1,1,1,1,0,0,20240521,20240621
78241_U_1047185,1,1,1,1,1,0,0,20240521,20240621
78319_D_1046758,0,0,0,0,0,0,1,20240521,20240621
78319_S_1046272,0,0,0,0,0,1,0,20240521,20240621
78319_U_1047113,1,1,1,1,1,0,0,20240521,20240621
78320_U_1047200,1,1,1,1,1,0,0,20240521,20240621
78321_U_1047164,1,1,1,1,1,0,0,20240521,20240621
72961_D_983521,0,0,0,0,0,0,1,20240521,20240621
72961_S_983293,0,0,0,0,0,1,0,20240521,20240621
72961_U_1028622,1,1,1,1,1,0,0,20240521,20240621
66586_D_983520,0,0,0,0,0,0,1,20240521,20240621
66586_S_983292,0,0,0,0,0,1,0,20240521,20240621
66586_U_1028621,1,1,1,1,1,0,0,20240521,20240621
28082_D_983529,0,0,0,0,0,0,1,20240521,20240621
28082_S_1050656,0,0,0,0,0,1,0,20240521,20240621
12661_U_993567,1,1,1,1,1,0,0,20240521,20240621
12663_D_983534,0,0,0,0,0,0,1,20240521,20240621
12663_S_1050659,0,0,0,0,0,1,0,20240521,20240621
12663_U_993570,1,1,1,1,1,0,0,20240521,20240621
12680_D_983573,0,0,0,0,0,0,1,20240521,20240621
12680_S_1050671,0,0,0,0,0,1,0,20240521,20240621
12680_U_1044806,1,1,1,1,1,0,0,20240521,20240621
70186_S_1050670,0,0,0,0,0,1,0,20240521,20240621
70186_U_1028626,1,1,1,1,1,0,0,20240521,20240621
43060_D_983574,0,0,0,0,0,0,1,20240521,20240621
43060_S_1050666,0,0,0,0,0,1,0,20240521,20240621
43060_U_1028628,1,1,1,1,1,0,0,20240521,20240621
66587_D_983525,0,0,0,0,0,0,1,20240521,20240621
66587_S_983297,0,0,0,0,0,1,0,20240521,20240621
66587_U_1042311,1,1,1,1,1,0,0,20240521,20240621
77170_D_983584,0,0,0,0,0,0,1,20240521,20240621
77170_S_1050672,0,0,0,0,0,1,0,20240521,20240621
77170_U_1042327,1,1,1,1,1,0,0,20240521,20240621
77130_D_1025896,0,0,0,0,0,0,1,20240521,20240621
77130_S_1025267,0,0,0,0,0,1,0,20240521,20240621
12720_S_1025267,0,0,0,0,0,1,0,20240521,20240621
77130_U_1025820,1,1,1,1,1,0,0,20240521,20240621
45707_S_983286,0,0,0,0,0,1,0,20240521,20240621
45707_U_1033037,1,1,1,1,1,0,0,20240521,20240621
76904_D_983585,0,0,0,0,0,0,1,20240521,20240621
76904_S_983368,0,0,0,0,0,1,0,20240521,20240621
76904_U_983738,1,1,1,1,1,0,0,20240521,20240621
12736_D_983609,0,0,0,0,0,0,1,20240521,20240621
12736_S_983393,0,0,0,0,0,1,0,20240521,20240621
12736_U_983763,1,1,1,1,1,0,0,20240521,20240621
12737_D_983616,0,0,0,0,0,0,1,20240521,20240621
12737_S_983400,0,0,0,0,0,1,0,20240521,20240621
12737_U_983770,1,1,1,1,1,0,0,20240521,20240621
77142_D_1025895,0,0,0,0,0,0,1,20240521,20240621
77142_S_1025268,0,0,0,0,0,1,0,20240521,20240621
77142_U_1025825,1,1,1,1,1,0,0,20240521,20240621
76900_S_996071,0,0,0,0,0,1,0,20240521,20240621
76898_S_996071,0,0,0,0,0,1,0,20240521,20240621
76900_U_993626,1,1,1,1,1,0,0,20240521,20240621
76898_U_993626,1,1,1,1,1,0,0,20240521,20240621
76634_D_983579,0,0,0,0,0,0,1,20240521,20240621
76634_S_983360,0,0,0,0,0,1,0,20240521,20240621
76634_U_993621,1,1,1,1,1,0,0,20240521,20240621
76875_D_983602,0,0,0,0,0,0,1,20240521,20240621
76875_S_983385,0,0,0,0,0,1,0,20240521,20240621
76875_U_993652,1,1,1,1,1,0,0,20240521,20240621
42736_S_983361,0,0,0,0,0,1,0,20240521,20240621
77504_U_1028633,1,1,1,1,1,0,0,20240521,20240621
45786_D_983570,0,0,0,0,0,0,1,20240521,20240621
45786_S_983350,0,0,0,0,0,1,0,20240521,20240621
45786_U_1047369,1,1,1,1,1,0,0,20240521,20240621
62345_U_1016009,1,1,1,1,1,0,0,20240521,20240621
66589_S_983300,0,0,0,0,0,1,0,20240521,20240621
66589_U_1042314,1,1,1,1,1,0,0,20240521,20240621
76917_D_1003784,0,0,0,0,0,0,1,20240521,20240621
76913_D_1003784,0,0,0,0,0,0,1,20240521,20240621
74594_D_1003784,0,0,0,0,0,0,1,20240521,20240621
76913_S_1001840,0,0,0,0,0,1,0,20240521,20240621
76917_S_1001840,0,0,0,0,0,1,0,20240521,20240621
76913_U_994996,1,1,1,1,1,0,0,20240521,20240621
76917_U_994996,1,1,1,1,1,0,0,20240521,20240621
12765_U_1042328,1,1,1,1,1,0,0,20240521,20240621
62011_D_983590,0,0,0,0,0,0,1,20240521,20240621
62011_S_983373,0,0,0,0,0,1,0,20240521,20240621
62011_U_1042329,1,1,1,1,1,0,0,20240521,20240621
36038_D_983593,0,0,0,0,0,0,1,20240521,20240621
36038_S_983376,0,0,0,0,0,1,0,20240521,20240621
36038_U_979922,1,1,1,1,1,0,0,20240521,20240621
55344_D_983594,0,0,0,0,0,0,1,20240521,20240621
55344_S_983377,0,0,0,0,0,1,0,20240521,20240621
55344_U_979923,1,1,1,1,1,0,0,20240521,20240621
77124_D_1025897,0,0,0,0,0,0,1,20240521,20240621
77124_S_1025269,0,0,0,0,0,1,0,20240521,20240621
73797_S_1025269,0,0,0,0,0,1,0,20240521,20240621
77124_U_1025826,1,1,1,1,1,0,0,20240521,20240621
12773_D_983596,0,0,0,0,0,0,1,20240521,20240621
12773_S_983379,0,0,0,0,0,1,0,20240521,20240621
12773_U_993635,1,1,1,1,1,0,0,20240521,20240621
12774_D_983597,0,0,0,0,0,0,1,20240521,20240621
12774_S_983380,0,0,0,0,0,1,0,20240521,20240621
12774_U_983746,1,1,1,1,1,0,0,20240521,20240621
62452_D_1021212,0,0,0,0,0,0,1,20240521,20240621
62452_S_1021124,0,0,0,0,0,1,0,20240521,20240621
62343_U_1016011,1,1,1,1,1,0,0,20240521,20240621
43675_D_1021215,0,0,0,0,0,0,1,20240521,20240621
43675_S_1021127,0,0,0,0,0,1,0,20240521,20240621
43675_U_1016003,1,1,1,1,1,0,0,20240521,20240621
65531_D_983522,0,0,0,0,0,0,1,20240521,20240621
65531_S_983294,0,0,0,0,0,1,0,20240521,20240621
65530_U_1042308,1,1,1,1,1,0,0,20240521,20240621
65531_U_1042308,1,1,1,1,1,0,0,20240521,20240621
12791_D_983528,0,0,0,0,0,0,1,20240521,20240621
12791_S_983304,0,0,0,0,0,1,0,20240521,20240621
12791_U_1042317,1,1,1,1,1,0,0,20240521,20240621
51533_D_983513,0,0,0,0,0,0,1,20240521,20240621
51533_S_983284,0,0,0,0,0,1,0,20240521,20240621
12795_U_130075,1,1,1,1,1,0,0,20240620,20240621
75494_D_983515,0,0,0,0,0,0,1,20240521,20240621
75494_S_983287,0,0,0,0,0,1,0,20240521,20240621
72959_U_1033038,1,1,1,1,1,0,0,20240521,20240621
75494_U_1033038,1,1,1,1,1,0,0,20240521,20240621
12797_D_983516,0,0,0,0,0,0,1,20240521,20240621
12797_S_983288,0,0,0,0,0,1,0,20240521,20240621
12797_U_1028618,1,1,1,1,1,0,0,20240521,20240621
46770_D_983518,0,0,0,0,0,0,1,20240521,20240621
46770_S_983290,0,0,0,0,0,1,0,20240521,20240621
46770_U_1028619,1,1,1,1,1,0,0,20240521,20240621
46769_U_1028619,1,1,1,1,1,0,0,20240521,20240621
12800_D_983571,0,0,0,0,0,0,1,20240521,20240621
12800_S_983351,0,0,0,0,0,1,0,20240521,20240621
12800_U_1047370,1,1,1,1,1,0,0,20240521,20240621
12804_D_983531,0,0,0,0,0,0,1,20240521,20240621
12804_S_1050658,0,0,0,0,0,1,0,20240521,20240621
12804_U_1042333,1,1,1,1,1,0,0,20240521,20240621
53788_S_983303,0,0,0,0,0,1,0,20240521,20240621
53788_U_1044804,1,1,1,1,1,0,0,20240521,20240621
43679_U_1016000,1,1,1,1,1,0,0,20240521,20240621
62344_U_1016010,1,1,1,1,1,0,0,20240521,20240621
74786_U_993632,1,1,1,1,1,0,0,20240521,20240621
43678_U_1016001,1,1,1,1,1,0,0,20240521,20240621
43677_U_1016002,1,1,1,1,1,0,0,20240521,20240621
76907_D_983603,0,0,0,0,0,0,1,20240521,20240621
76907_S_983386,0,0,0,0,0,1,0,20240521,20240621
34827_S_983386,0,0,0,0,0,1,0,20240521,20240621
76907_U_993651,1,1,1,1,1,0,0,20240521,20240621
55039_D_983530,0,0,0,0,0,0,1,20240521,20240621
55039_S_1050657,0,0,0,0,0,1,0,20240521,20240621
55039_U_993569,1,1,1,1,1,0,0,20240521,20240621
62346_U_1016008,1,1,1,1,1,0,0,20240521,20240621
62347_D_1021213,0,0,0,0,0,0,1,20240521,20240621
62347_S_1021125,0,0,0,0,0,1,0,20240521,20240621
26063_D_983514,0,0,0,0,0,0,1,20240521,20240621
26063_S_983285,0,0,0,0,0,1,0,20240521,20240621
26063_U_1028617,1,1,1,1,1,0,0,20240521,20240621
27372_D_983524,0,0,0,0,0,0,1,20240521,20240621
27372_S_983296,0,0,0,0,0,1,0,20240521,20240621
27372_U_1042310,1,1,1,1,1,0,0,20240521,20240621
77469_D_983523,0,0,0,0,0,0,1,20240521,20240621
77469_S_983295,0,0,0,0,0,1,0,20240521,20240621
77469_U_1042309,1,1,1,1,1,0,0,20240521,20240621
28301_D_983586,0,0,0,0,0,0,1,20240521,20240621
76637_D_983583,0,0,0,0,0,0,1,20240521,20240621
76637_S_983366,0,0,0,0,0,1,0,20240521,20240621
37717_S_983366,0,0,0,0,0,1,0,20240521,20240621
76637_U_1028636,1,1,1,1,1,0,0,20240521,20240621
76874_U_1028637,1,1,1,1,1,0,0,20240521,20240621
55037_D_983576,0,0,0,0,0,0,1,20240521,20240621
55037_S_1050668,0,0,0,0,0,1,0,20240521,20240621
55037_U_1028630,1,1,1,1,1,0,0,20240521,20240621
42989_D_983577,0,0,0,0,0,0,1,20240521,20240621
42989_S_1050669,0,0,0,0,0,1,0,20240521,20240621
42989_U_1028631,1,1,1,1,1,0,0,20240521,20240621
55038_D_983578,0,0,0,0,0,0,1,20240521,20240621
55038_S_1050673,0,0,0,0,0,1,0,20240521,20240621
55038_U_1044808,1,1,1,1,1,0,0,20240521,20240621
77475_D_983526,0,0,0,0,0,0,1,20240521,20240621
77475_S_983298,0,0,0,0,0,1,0,20240521,20240621
77475_U_1042312,1,1,1,1,1,0,0,20240521,20240621
66588_D_983527,0,0,0,0,0,0,1,20240521,20240621
66588_S_983299,0,0,0,0,0,1,0,20240521,20240621
66588_U_1042313,1,1,1,1,1,0,0,20240521,20240621
77480_S_983301,0,0,0,0,0,1,0,20240521,20240621
77480_U_1042315,1,1,1,1,1,0,0,20240521,20240621
66590_S_983302,0,0,0,0,0,1,0,20240521,20240621
66590_U_1042316,1,1,1,1,1,0,0,20240521,20240621
62003_D_983535,0,0,0,0,0,0,1,20240521,20240621
75128_D_983535,0,0,0,0,0,0,1,20240521,20240621
62003_S_983311,0,0,0,0,0,1,0,20240521,20240621
62003_U_1047365,1,1,1,1,1,0,0,20240521,20240621
62299_D_983591,0,0,0,0,0,0,1,20240521,20240621
62299_S_983374,0,0,0,0,0,1,0,20240521,20240621
62299_U_1042330,1,1,1,1,1,0,0,20240521,20240621
73946_D_983580,0,0,0,0,0,0,1,20240521,20240621
73946_S_983362,0,0,0,0,0,1,0,20240521,20240621
73946_U_1047373,1,1,1,1,1,0,0,20240521,20240621
75875_D_983508,0,0,0,0,0,0,1,20240521,20240621
75875_S_1050655,0,0,0,0,0,1,0,20240521,20240621
75875_U_1042307,1,1,1,1,1,0,0,20240521,20240621
42775_D_983567,0,0,0,0,0,0,1,20240521,20240621
42775_S_983347,0,0,0,0,0,1,0,20240521,20240621
42775_U_1047367,1,1,1,1,1,0,0,20240521,20240621
69019_D_983604,0,0,0,0,0,0,1,20240521,20240621
69019_S_983387,0,0,0,0,0,1,0,20240521,20240621
69019_U_1047378,1,1,1,1,1,0,0,20240521,20240621
66820_D_1032887,0,0,0,0,0,0,1,20240521,20240621
66820_S_983391,0,0,0,0,0,1,0,20240521,20240621
66820_U_1042332,1,1,1,1,1,0,0,20240521,20240621
77549_D_983581,0,0,0,0,0,0,1,20240521,20240621
77549_S_983363,0,0,0,0,0,1,0,20240521,20240621
77549_U_1047374,1,1,1,1,1,0,0,20240521,20240621
58629_D_983582,0,0,0,0,0,0,1,20240521,20240621
58629_S_983364,0,0,0,0,0,1,0,20240521,20240621
58629_U_1047375,1,1,1,1,1,0,0,20240521,20240621
61102_D_983509,0,0,0,0,0,0,1,20240521,20240621
61102_S_1017785,0,0,0,0,0,1,0,20240521,20240621
61102_U_1028612,1,1,1,1,1,0,0,20240521,20240621
51530_U_1047379,1,1,1,1,1,0,0,20240521,20240621
69028_U_1047380,1,1,1,1,1,0,0,20240521,20240621
47752_D_983605,0,0,0,0,0,0,1,20240521,20240621
47752_S_983388,0,0,0,0,0,1,0,20240521,20240621
47752_U_1047381,1,1,1,1,1,0,0,20240521,20240621
66591_D_1025890,0,0,0,0,0,0,1,20240521,20240621
66591_S_983338,0,0,0,0,0,1,0,20240521,20240621
66591_U_1043400,1,1,1,1,1,0,0,20240521,20240621
67328_D_983544,0,0,0,0,0,0,1,20240521,20240621
67328_S_1050660,0,0,0,0,0,1,0,20240521,20240621
67327_U_1042319,1,1,1,1,1,0,0,20240521,20240621
67328_U_1042319,1,1,1,1,1,0,0,20240521,20240621
58128_D_1025889,0,0,0,0,0,0,1,20240521,20240621
58128_S_983339,0,0,0,0,0,1,0,20240521,20240621
58128_U_1043397,1,1,1,1,1,0,0,20240521,20240621
67357_D_983549,0,0,0,0,0,0,1,20240521,20240621
67357_S_983327,0,0,0,0,0,1,0,20240521,20240621
67357_U_1042323,1,1,1,1,1,0,0,20240521,20240621
77045_D_983550,0,0,0,0,0,0,1,20240521,20240621
77045_S_983329,0,0,0,0,0,1,0,20240521,20240621
77044_U_1028625,1,1,1,1,1,0,0,20240521,20240621
77045_U_1028625,1,1,1,1,1,0,0,20240521,20240621
77822_S_983340,0,0,0,0,0,1,0,20240521,20240621
77822_U_1043401,1,1,1,1,1,0,0,20240521,20240621
77466_D_983510,0,0,0,0,0,0,1,20240521,20240621
77466_S_1017786,0,0,0,0,0,1,0,20240521,20240621
77466_U_1028613,1,1,1,1,1,0,0,20240521,20240621
77467_D_983511,0,0,0,0,0,0,1,20240521,20240621
77467_S_1017787,0,0,0,0,0,1,0,20240521,20240621
77467_U_1028614,1,1,1,1,1,0,0,20240521,20240621
53660_D_983641,0,0,0,0,0,0,1,20240521,20240621
53660_S_983418,0,0,0,0,0,1,0,20240521,20240621
53660_U_980482,1,1,1,1,1,0,0,20240521,20240621
77476_D_983642,0,0,0,0,0,0,1,20240521,20240621
77476_S_983419,0,0,0,0,0,1,0,20240521,20240621
77476_U_980483,1,1,1,1,1,0,0,20240521,20240621
53675_D_983643,0,0,0,0,0,0,1,20240521,20240621
53675_S_983420,0,0,0,0,0,1,0,20240521,20240621
53675_U_980485,1,1,1,1,1,0,0,20240521,20240621
53686_D_983562,0,0,0,0,0,0,1,20240521,20240621
53686_S_1050665,0,0,0,0,0,1,0,20240521,20240621
53686_U_1025798,1,1,1,1,1,0,0,20240521,20240621
53766_D_983507,0,0,0,0,0,0,1,20240521,20240621
53766_S_983278,0,0,0,0,0,1,0,20240521,20240621
53766_U_993557,1,1,1,1,1,0,0,20240521,20240621
62353_D_983541,0,0,0,0,0,0,1,20240521,20240621
62353_S_983317,0,0,0,0,0,1,0,20240521,20240621
62353_U_993575,1,1,1,1,1,0,0,20240521,20240621
62350_D_983545,0,0,0,0,0,0,1,20240521,20240621
62350_S_983323,0,0,0,0,0,1,0,20240521,20240621
62350_U_1010391,1,1,1,1,1,0,0,20240521,20240621
62349_D_983548,0,0,0,0,0,0,1,20240521,20240621
62349_S_983326,0,0,0,0,0,1,0,20240521,20240621
62349_U_1042322,1,1,1,1,1,0,0,20240521,20240621
54007_D_1025882,0,0,0,0,0,0,1,20240521,20240621
54007_S_983331,0,0,0,0,0,1,0,20240521,20240621
54007_U_1043388,1,1,1,1,1,0,0,20240521,20240621
54008_D_1025884,0,0,0,0,0,0,1,20240521,20240621
54008_S_983333,0,0,0,0,0,1,0,20240521,20240621
54008_U_1043390,1,1,1,1,1,0,0,20240521,20240621
54004_D_1025886,0,0,0,0,0,0,1,20240521,20240621
54004_S_983336,0,0,0,0,0,1,0,20240521,20240621
54004_U_1043395,1,1,1,1,1,0,0,20240521,20240621
54073_D_983561,0,0,0,0,0,0,1,20240521,20240621
54073_S_1050664,0,0,0,0,0,1,0,20240521,20240621
54073_U_1025797,1,1,1,1,1,0,0,20240521,20240621
54071_D_1025891,0,0,0,0,0,0,1,20240521,20240621
54071_S_983343,0,0,0,0,0,1,0,20240521,20240621
54071_U_1043404,1,1,1,1,1,0,0,20240521,20240621
54072_D_1025893,0,0,0,0,0,0,1,20240521,20240621
54072_S_983346,0,0,0,0,0,1,0,20240521,20240621
66533_S_983346,0,0,0,0,0,1,0,20240521,20240621
54072_U_1043406,1,1,1,1,1,0,0,20240521,20240621
54001_D_1025894,0,0,0,0,0,0,1,20240521,20240621
54001_S_983345,0,0,0,0,0,1,0,20240521,20240621
66531_S_983345,0,0,0,0,0,1,0,20240521,20240621
54001_U_1043407,1,1,1,1,1,0,0,20240521,20240621
54908_U_993664,1,1,1,1,1,0,0,20240521,20240621
53829_U_1016007,1,1,1,1,1,0,0,20240521,20240621
53831_U_1015999,1,1,1,1,1,0,0,20240521,20240621
77496_U_1015998,1,1,1,1,1,0,0,20240521,20240621
69547_U_1015997,1,1,1,1,1,0,0,20240521,20240621
53952_D_1025885,0,0,0,0,0,0,1,20240521,20240621
53952_S_983334,0,0,0,0,0,1,0,20240521,20240621
53952_U_1043392,1,1,1,1,1,0,0,20240521,20240621
56644_U_1043392,1,1,1,1,1,0,0,20240521,20240621
77819_D_983568,0,0,0,0,0,0,1,20240521,20240621
77819_S_983348,0,0,0,0,0,1,0,20240521,20240621
77819_U_1047368,1,1,1,1,1,0,0,20240521,20240621
53988_D_983569,0,0,0,0,0,0,1,20240521,20240621
53988_S_983349,0,0,0,0,0,1,0,20240521,20240621
53988_U_1025809,1,1,1,1,1,0,0,20240521,20240621
77522_D_983546,0,0,0,0,0,0,1,20240521,20240621
77522_S_983325,0,0,0,0,0,1,0,20240521,20240621
77522_U_1010392,1,1,1,1,1,0,0,20240521,20240621
62354_D_983547,0,0,0,0,0,0,1,20240521,20240621
62354_S_983324,0,0,0,0,0,1,0,20240521,20240621
62354_U_1010393,1,1,1,1,1,0,0,20240521,20240621
77539_D_1025888,0,0,0,0,0,0,1,20240521,20240621
77539_S_983337,0,0,0,0,0,1,0,20240521,20240621
77539_U_1043396,1,1,1,1,1,0,0,20240521,20240621
77821_D_1025892,0,0,0,0,0,0,1,20240521,20240621
77821_S_983344,0,0,0,0,0,1,0,20240521,20240621
77821_U_1043405,1,1,1,1,1,0,0,20240521,20240621
77532_D_1025883,0,0,0,0,0,0,1,20240521,20240621
77532_S_983332,0,0,0,0,0,1,0,20240521,20240621
77532_U_993595,1,1,1,1,1,0,0,20240521,20240621
77828_D_983542,0,0,0,0,0,0,1,20240521,20240621
77828_S_983318,0,0,0,0,0,1,0,20240521,20240621
77828_U_993576,1,1,1,1,1,0,0,20240521,20240621
62351_D_983543,0,0,0,0,0,0,1,20240521,20240621
62351_S_983319,0,0,0,0,0,1,0,20240521,20240621
62351_U_993577,1,1,1,1,1,0,0,20240521,20240621
77538_U_1043393,1,1,1,1,1,0,0,20240521,20240621
57017_D_1025887,0,0,0,0,0,0,1,20240521,20240621
57017_S_983335,0,0,0,0,0,1,0,20240521,20240621
57017_U_1043394,1,1,1,1,1,0,0,20240521,20240621
54328_D_983537,0,0,0,0,0,0,1,20240521,20240621
54328_S_983313,0,0,0,0,0,1,0,20240521,20240621
54328_U_993572,1,1,1,1,1,0,0,20240521,20240621
77483_D_983538,0,0,0,0,0,0,1,20240521,20240621
77483_S_983314,0,0,0,0,0,1,0,20240521,20240621
77483_U_993573,1,1,1,1,1,0,0,20240521,20240621
54331_D_983539,0,0,0,0,0,0,1,20240521,20240621
54331_S_983315,0,0,0,0,0,1,0,20240521,20240621
54331_U_993574,1,1,1,1,1,0,0,20240521,20240621
77502_S_983365,0,0,0,0,0,1,0,20240521,20240621
77502_U_1003820,1,1,1,1,1,0,0,20240521,20240621
55051_D_1021214,0,0,0,0,0,0,1,20240521,20240621
55051_S_1021126,0,0,0,0,0,1,0,20240521,20240621
77292_U_1016005,1,1,1,1,1,0,0,20240521,20240621
77293_U_1016004,1,1,1,1,1,0,0,20240521,20240621
77529_S_983328,0,0,0,0,0,1,0,20240521,20240621
77529_U_1042324,1,1,1,1,1,0,0,20240521,20240621
70495_U_1025821,1,1,1,1,1,0,0,20240521,20240621
55727_U_1043385,1,1,1,1,1,0,0,20240521,20240621
73822_U_1043424,1,1,1,1,1,0,0,20240521,20240621
57111_U_1043398,1,1,1,1,1,0,0,20240521,20240621
57112_U_1043399,1,1,1,1,1,0,0,20240521,20240621
78094_U_993571,1,1,1,1,1,0,0,20240521,20240621
57369_U_1043408,1,1,1,1,1,0,0,20240521,20240621
57608_U_993578,1,1,1,1,1,0,0,20240521,20240621
57710_U_1042336,1,1,1,1,1,0,0,20240521,20240621
78043_U_1042335,1,1,1,1,1,0,0,20240521,20240621
78045_U_1042334,1,1,1,1,1,0,0,20240521,20240621
58595_D_983512,0,0,0,0,0,0,1,20240521,20240621
58595_S_1017788,0,0,0,0,0,1,0,20240521,20240621
58595_U_1028615,1,1,1,1,1,0,0,20240521,20240621
77495_D_983606,0,0,0,0,0,0,1,20240521,20240621
77495_S_983390,0,0,0,0,0,1,0,20240521,20240621
77495_U_1047382,1,1,1,1,1,0,0,20240521,20240621
60444_D_983540,0,0,0,0,0,0,1,20240521,20240621
60444_S_983316,0,0,0,0,0,1,0,20240521,20240621
60444_U_979847,1,1,1,1,1,0,0,20240521,20240621
77491_U_979848,1,1,1,1,1,0,0,20240521,20240621
77014_U_1029565,1,1,1,1,1,0,0,20240521,20240621
76951_U_1028638,1,1,1,1,1,0,0,20240521,20240621
61280_S_1050661,0,0,0,0,0,1,0,20240521,20240621
61280_U_1042320,1,1,1,1,1,0,0,20240521,20240621
77519_S_1050662,0,0,0,0,0,1,0,20240521,20240621
77519_U_1042321,1,1,1,1,1,0,0,20240521,20240621
61388_U_1043409,1,1,1,1,1,0,0,20240521,20240621
62157_D_983551,0,0,0,0,0,0,1,20240521,20240621
62157_S_1050663,0,0,0,0,0,1,0,20240521,20240621
62157_U_1042326,1,1,1,1,1,0,0,20240521,20240621
61975_U_1043410,1,1,1,1,1,0,0,20240521,20240621
77498_D_983592,0,0,0,0,0,0,1,20240521,20240621
77498_S_983375,0,0,0,0,0,1,0,20240521,20240621
77498_U_1042331,1,1,1,1,1,0,0,20240521,20240621
77481_D_983536,0,0,0,0,0,0,1,20240521,20240621
77481_S_983312,0,0,0,0,0,1,0,20240521,20240621
77481_U_1047366,1,1,1,1,1,0,0,20240521,20240621
77494_S_983389,0,0,0,0,0,1,0,20240521,20240621
77494_U_1047383,1,1,1,1,1,0,0,20240521,20240621
77013_U_993568,1,1,1,1,1,0,0,20240521,20240621
77135_U_1025822,1,1,1,1,1,0,0,20240521,20240621
74788_U_993633,1,1,1,1,1,0,0,20240521,20240621
64273_S_983305,0,0,0,0,0,1,0,20240521,20240621
64273_U_1042318,1,1,1,1,1,0,0,20240521,20240621
64687_D_983572,0,0,0,0,0,0,1,20240521,20240621
64687_S_983352,0,0,0,0,0,1,0,20240521,20240621
64687_U_1047371,1,1,1,1,1,0,0,20240521,20240621
77536_U_1043391,1,1,1,1,1,0,0,20240521,20240621
66823_D_983517,0,0,0,0,0,0,1,20240521,20240621
66823_S_983289,0,0,0,0,0,1,0,20240521,20240621
66823_U_1033039,1,1,1,1,1,0,0,20240521,20240621
66827_D_983519,0,0,0,0,0,0,1,20240521,20240621
66827_S_983291,0,0,0,0,0,1,0,20240521,20240621
66826_U_1028620,1,1,1,1,1,0,0,20240521,20240621
66827_U_1028620,1,1,1,1,1,0,0,20240521,20240621
71590_D_983644,0,0,0,0,0,0,1,20240521,20240621
71590_S_983421,0,0,0,0,0,1,0,20240521,20240621
71590_U_1003827,1,1,1,1,1,0,0,20240521,20240621
67237_D_1021216,0,0,0,0,0,0,1,20240521,20240621
67237_S_1021128,0,0,0,0,0,1,0,20240521,20240621
67237_U_1015996,1,1,1,1,1,0,0,20240521,20240621
67236_U_1015996,1,1,1,1,1,0,0,20240521,20240621
67230_U_1015995,1,1,1,1,1,0,0,20240521,20240621
67232_U_1015994,1,1,1,1,1,0,0,20240521,20240621
67233_U_1015993,1,1,1,1,1,0,0,20240521,20240621
