"route_id","agency_id","route_short_name","route_long_name","route_desc","route_type","route_color","route_text_color"
32287,"2","1717","Terminal Águas Claras x Vista Alegre","",3,"",""
32288,"2","171701","Vista Alegre x Terminal Águas Claras","",3,"",""
32289,"2","171702","Terminal Águas Claras x Vista Alegre","",3,"",""
32290,"2","1718","Terminal Águas Claras x Base Naval","",3,"",""
32291,"2","171801","Terminal Águas Claras x Base Naval via Lagoa da Paixão","",3,"",""
32292,"2","171802","Base Naval x Terminal Águas Claras","",3,"",""
32293,"2","171803","Base Naval x Terminal Águas Claras via Lagoa da Paixão","",3,"",""
32294,"2","171804","Terminal Águas Claras x Base Naval","",3,"",""
32297,"2","170804","Águas Claras x Paripe (Centro de Abastecimento)","",3,"",""
32298,"2","170805","Fazenda Coutos x Águas Claras","",3,"",""
32312,"2","165504","Terezinha x Estação Pirajá via Pajussara","",3,"",""
32313,"2","165505","Estação Pirajá x Terezinha via Pajussara","",3,"",""
32504,"2","161205","Paripe x Rodoviária","",3,"",""
32924,"2","170806","Term. Águas Claras x L. Paixão/Tubarão","",3,"",""
32923,"2","167104","Brasilgás x Paripe","",3,"",""
32921,"2","160705","Paripe x Campo Grande","",3,"",""
32922,"2","160706","Paripe x Campo Grande","",3,"",""
