Epochs,loss
1,3.7547147274017334
2,3.6181674003601074
3,1.8034886121749878
4,1.295896053314209
5,1.0542696714401245
6,1.063539743423462
7,1.3490959405899048
8,0.9536729454994202
9,0.9019373059272766
10,0.9746884107589722
11,1.0153192281723022
12,0.934944748878479
13,0.8161487579345703
14,0.7944371104240417
15,0.7859333753585815
16,0.6580179333686829
17,0.8141845464706421
18,0.6906296014785767
19,0.7957839369773865
20,0.7645103931427002
21,0.645310640335083
22,0.7023331522941589
23,0.7002699971199036
24,0.6473091840744019
25,0.6728291511535645
26,0.7077178359031677
27,0.688262403011322
28,0.6454408168792725
29,0.6432232856750488
30,0.6483469009399414
31,0.6097069978713989
32,0.5916461944580078
33,0.6018521785736084
34,0.590904951095581
35,0.569000244140625
36,0.5556471347808838
37,0.5305449962615967
38,0.492192804813385
39,0.48126232624053955
40,0.4585800766944885
41,0.4265311360359192
42,0.6669007539749146
43,0.4106261730194092
44,0.434580534696579
45,0.4275659918785095
46,0.42571020126342773
47,0.39123350381851196
48,0.34494680166244507
49,0.6692865490913391
50,0.7445570826530457
51,0.6135961413383484
52,0.3070245385169983
53,0.31615281105041504
54,0.30257555842399597
55,0.2924823462963104
56,0.3707590699195862
57,0.3597339689731598
58,0.3566090166568756
59,0.3728776276111603
60,0.32805344462394714
61,0.3482760488986969
62,0.3106561005115509
63,0.26953065395355225
64,0.259056955575943
65,0.22040314972400665
66,0.24169109761714935
67,0.40634796023368835
68,0.20547990500926971
69,0.2695142924785614
70,0.31516802310943604
71,0.3234054446220398
72,0.3167865574359894
73,0.2998431921005249
74,0.2749001085758209
75,0.25593090057373047
76,0.23759764432907104
77,0.22534620761871338
78,0.21740852296352386
79,0.2069222778081894
80,0.19359725713729858
81,0.18978534638881683
82,0.18781569600105286
83,0.17952051758766174
84,0.15809349715709686
85,0.13781148195266724
86,0.20249123871326447
87,0.22782215476036072
88,0.23288021981716156
89,0.23507988452911377
90,0.20792172849178314
91,0.20383195579051971
92,0.1809571236371994
93,0.17212049663066864
94,0.1641881763935089
95,0.17038631439208984
96,0.160396546125412
97,0.15181802213191986
98,0.15275916457176208
99,0.1524868607521057
100,0.14289447665214539
