Epochs,loss
1,2.1618525981903076
2,0.9370675086975098
3,0.8418835401535034
4,0.9249911904335022
5,0.9368342757225037
6,0.8782011270523071
7,0.7867335677146912
8,0.6999802589416504
9,0.6563640236854553
10,0.6838218569755554
11,0.7396458983421326
12,0.7493206262588501
13,0.7113725543022156
14,0.6635356545448303
15,0.6388043165206909
16,0.6401030421257019
17,0.6523998975753784
18,0.6615696549415588
19,0.6604751944541931
20,0.648171603679657
21,0.6285418272018433
22,0.6090701222419739
23,0.5992769002914429
24,0.6021122336387634
25,0.607388436794281
26,0.601632297039032
27,0.5850751399993896
28,0.570378303527832
29,0.5644857883453369
30,0.5642584562301636
31,0.5637544989585876
32,0.5585950613021851
33,0.548462450504303
34,0.5369873642921448
35,0.5288154482841492
36,0.5244871973991394
37,0.5186723470687866
38,0.507673978805542
39,0.49567699432373047
40,0.4885730743408203
41,0.4843626320362091
42,0.4768911898136139
43,0.46618637442588806
44,0.45716479420661926
45,0.44897276163101196
46,0.43814364075660706
47,0.42875707149505615
48,0.42208924889564514
49,0.41460946202278137
50,0.40580031275749207
51,0.39801397919654846
52,0.38942229747772217
53,0.3798755705356598
54,0.3722604811191559
55,0.3655848503112793
56,0.35899728536605835
57,0.35259467363357544
58,0.34406429529190063
59,0.3372754454612732
60,0.33072176575660706
61,0.32535219192504883
62,0.31994399428367615
63,0.3153962790966034
64,0.31136563420295715
65,0.3072323799133301
66,0.30416539311408997
67,0.30103862285614014
68,0.2987135648727417
69,0.2958497405052185
70,0.29347026348114014
71,0.2908667027950287
72,0.2889249920845032
73,0.2868172228336334
74,0.28498977422714233
75,0.2827531695365906
76,0.28063637018203735
77,0.27822622656822205
78,0.2759554982185364
79,0.27340108156204224
80,0.27076441049575806
81,0.2677377462387085
82,0.26451751589775085
83,0.26105451583862305
84,0.2573792040348053
85,0.253375768661499
86,0.2488088756799698
87,0.2440725564956665
88,0.2400231510400772
89,0.2390378713607788
90,0.23887132108211517
91,0.23661427199840546
92,0.2336946725845337
93,0.2300347238779068
94,0.22609031200408936
95,0.22030746936798096
96,0.2130143791437149
97,0.20515719056129456
98,0.19512486457824707
99,0.1854287087917328
100,0.17569462954998016
