Epochs,loss
1,2.223172903060913
2,0.7565562725067139
3,0.8963437676429749
4,0.8267340660095215
5,0.6844969391822815
6,0.817500650882721
7,0.7957792282104492
8,0.6578876376152039
9,0.6721521019935608
10,0.6940815448760986
11,0.7072411775588989
12,0.7047564387321472
13,0.6885579228401184
14,0.6670837998390198
15,0.6471797823905945
16,0.6341626644134521
17,0.6284303069114685
18,0.6264156699180603
19,0.5946106910705566
20,0.5935065150260925
21,0.5935973525047302
22,0.5797883868217468
23,0.5695899724960327
24,0.5775575637817383
25,0.5549586415290833
26,0.5529510974884033
27,0.5485320687294006
28,0.5405487418174744
29,0.528494656085968
30,0.5191658139228821
31,0.5163448452949524
32,0.5080195069313049
33,0.4945608973503113
34,0.48579099774360657
35,0.47865501046180725
36,0.46488964557647705
37,0.4536973536014557
38,0.4455638825893402
39,0.43276289105415344
40,0.4227941036224365
41,0.413480669260025
42,0.40036410093307495
43,0.3900127708911896
44,0.3769261837005615
45,0.3663925230503082
46,0.35432642698287964
47,0.3428024351596832
48,0.33165034651756287
49,0.32008373737335205
50,0.31033778190612793
51,0.3063434660434723
52,0.30951622128486633
53,0.30945512652397156
54,0.28904691338539124
55,0.2967231869697571
56,0.2579173445701599
57,0.27123841643333435
58,0.2629742920398712
59,0.23717264831066132
60,0.24855822324752808
61,0.23614904284477234
62,0.22246097028255463
63,0.23804502189159393
64,0.22133608162403107
65,0.20502710342407227
66,0.21866431832313538
67,0.21021559834480286
68,0.21282710134983063
69,0.18799078464508057
70,0.20829109847545624
71,0.20905658602714539
72,0.19964919984340668
73,0.18752562999725342
74,0.19434107840061188
75,0.2031843662261963
76,0.20894625782966614
77,0.1657712161540985
78,0.2190394550561905
79,0.1765490174293518
80,0.20909832417964935
81,0.1721760630607605
82,0.18497738242149353
83,0.15715742111206055
84,0.16518384218215942
85,0.16033044457435608
86,0.1639132797718048
87,0.14821621775627136
88,0.15518605709075928
89,0.15443970263004303
90,0.14740824699401855
91,0.15156179666519165
92,0.14602944254875183
93,0.14936871826648712
94,0.14284265041351318
95,0.14011052250862122
96,0.14158160984516144
97,0.14091576635837555
98,0.1362229287624359
99,0.13839754462242126
100,0.13895057141780853
