ponto,tresh
100009577,0.5698924731182796
100722777,0.5698924731182796
100722778,0.5698924731182796
101214305,0.5698924731182796
101269104,0.5698924731182796
102324560,0.5698924731182796
103551893,0.5698924731182796
104226128,0.5698924731182796
104226129,0.5698924731182796
104226130,0.5698924731182796
104226131,0.5698924731182796
104226132,0.5698924731182796
104226133,0.5698924731182796
104226134,0.5698924731182796
104226135,0.5698924731182796
105082910,0.5698924731182796
106367555,0.5698924731182796
106367556,0.5698924731182796
106367557,0.5698924731182796
106394017,0.5698924731182796
106394018,0.5698924731182796
106394019,0.5698924731182796
106394020,0.5698924731182796
106394021,0.5698924731182796
107013409,0.5698924731182796
107018068,0.5698924731182796
107018201,0.5698924731182796
107018906,0.5698924731182796
107023635,0.5698924731182796
107679327,0.5698924731182796
107915276,0.5698924731182796
109327111,0.5698924731182796
110005341,0.5698924731182796
110438500,0.5698924731182796
110952736,0.5698924731182796
110952763,0.5698924731182796
110952766,0.5698924731182796
110953996,0.5698924731182796
111373595,0.5698924731182796
111530447,0.5698924731182796
117165992,0.5698924731182796
117165993,0.5698924731182796
117165994,0.5698924731182796
117513349,0.5698924731182796
117513350,0.5698924731182796
117558839,0.5698924731182796
117558840,0.5698924731182796
117979075,0.5698924731182796
118681574,0.5698924731182796
120548519,0.5698924731182796
121254577,0.5698924731182796
125960548,0.5698924731182796
125960549,0.5698924731182796
125960550,0.5698924731182796
126325300,0.5698924731182796
126606243,0.5698924731182796
126767982,0.5698924731182796
127813152,0.5698924731182796
127844254,0.5698924731182796
128264371,0.5698924731182796
129107065,0.5698924731182796
129111208,0.5698924731182796
129111209,0.5698924731182796
131666300,0.5698924731182796
132594401,0.5698924731182796
132594402,0.5698924731182796
132594704,0.5698924731182796
137277419,0.5698924731182796
137367770,0.5698924731182796
140912734,0.5698924731182796
146568231,0.5698924731182796
146568232,0.5698924731182796
146596062,0.5698924731182796
146596063,0.5698924731182796
146596064,0.5698924731182796
149965406,0.5698924731182796
149965407,0.5698924731182796
151490557,0.5698924731182796
151561928,0.5698924731182796
153081312,0.5698924731182796
153081313,0.5698924731182796
153081314,0.5698924731182796
153089556,0.5698924731182796
153320539,0.5698924731182796
159761371,0.5698924731182796
159761372,0.5698924731182796
159761373,0.5698924731182796
159761374,0.5698924731182796
159761375,0.5698924731182796
159761376,0.5698924731182796
159761377,0.5698924731182796
164747013,0.5698924731182796
165741780,0.5698924731182796
165742218,0.5698924731182796
165953870,0.5698924731182796
174109958,0.5698924731182796
175084352,0.5698924731182796
176110749,0.5698924731182796
176812290,0.5698924731182796
178426466,0.5698924731182796
179547412,0.5698924731182796
179547413,0.5698924731182796
179547414,0.5698924731182796
179547415,0.5698924731182796
179981577,0.5698924731182796
179982648,0.5698924731182796
179982649,0.5698924731182796
179982650,0.5698924731182796
179982651,0.5698924731182796
179982652,0.5698924731182796
179982653,0.5698924731182796
179982654,0.5698924731182796
179982655,0.5698924731182796
185591475,0.5698924731182796
185591476,0.5698924731182796
190561930,0.5698924731182796
192365034,0.5698924731182796
192808663,0.5698924731182796
192808665,0.5698924731182796
192809461,0.5698924731182796
192809463,0.5698924731182796
192809464,0.5698924731182796
192809468,0.5698924731182796
192809469,0.5698924731182796
193476537,0.5698924731182796
193476538,0.5698924731182796
193482013,0.5698924731182796
193482014,0.5698924731182796
193482015,0.5698924731182796
193482016,0.5698924731182796
193482017,0.5698924731182796
193484334,0.5698924731182796
193484335,0.5698924731182796
193484336,0.5698924731182796
193493879,0.5698924731182796
193509115,0.5698924731182796
193509116,0.5698924731182796
193516740,0.5698924731182796
193516741,0.5698924731182796
193516742,0.5698924731182796
193520445,0.5698924731182796
193520446,0.5698924731182796
193520447,0.5698924731182796
193520448,0.5698924731182796
193520449,0.5698924731182796
193520450,0.5698924731182796
