mse,mae,rmse,mape,r2,node
46445.235624298184,153.01952914586144,215.51156726333318,0.6228679418045506,-0.5001540384045393,694
24104.04561046584,114.29153550112689,155.25477644976286,0.7105659141885512,-0.3522763217262508,2772
246.70315197145337,12.474354983795255,15.706786812440454,18573202592330.67,0.8259228180520541,1203
119.75109150040434,7.161780186904171,10.943084185932426,97177422994546.52,0.5891511905697542,592
11556.762455318241,70.19891387965313,107.5023834866848,0.48187016868409954,0.05649185534209611,561
