Epochs,loss
1,5.8573713302612305
2,5.290892124176025
3,4.7332258224487305
4,4.18925142288208
5,3.665879249572754
6,3.173454523086548
7,2.72660493850708
8,2.3436732292175293
9,2.0433499813079834
10,1.8372756242752075
11,1.7216455936431885
12,1.6764113903045654
13,1.6757045984268188
14,1.698460340499878
15,1.7308851480484009
16,1.7646185159683228
17,1.7947505712509155
18,1.818015456199646
19,1.8323166370391846
20,1.8370476961135864
21,1.832707405090332
22,1.820412039756775
23,1.8015211820602417
24,1.7773525714874268
25,1.7489893436431885
26,1.717205286026001
27,1.6825114488601685
28,1.6453036069869995
29,1.6060458421707153
30,1.5654258728027344
31,1.5244314670562744
32,1.48433518409729
33,1.4466074705123901
34,1.4127833843231201
35,1.3842898607254028
36,1.3622297048568726
37,1.3471359014511108
38,1.3387545347213745
39,1.3359360694885254
40,1.336740255355835
41,1.3387751579284668
42,1.3396931886672974
43,1.3376753330230713
44,1.3317534923553467
45,1.3219002485275269
46,1.3088833093643188
47,1.293980598449707
48,1.2786288261413574
49,1.2641013860702515
50,1.2512812614440918
51,1.240572214126587
52,1.2319369316101074
53,1.2250169515609741
54,1.219283103942871
55,1.2141667604446411
56,1.2091552019119263
57,1.2038490772247314
58,1.1979750394821167
59,1.1914092302322388
60,1.184205174446106
61,1.1766265630722046
62,1.169116497039795
63,1.1618307828903198
64,1.1547143459320068
65,1.1478838920593262
66,1.1414920091629028
67,1.1356358528137207
68,1.1303300857543945
69,1.1255029439926147
70,1.1210190057754517
71,1.1167168617248535
72,1.112438678741455
73,1.1080596446990967
74,1.1035184860229492
75,1.0988187789916992
76,1.0940157175064087
77,1.089199423789978
78,1.0844669342041016
79,1.0798940658569336
80,1.0755233764648438
81,1.0713520050048828
82,1.0673431158065796
83,1.0634393692016602
84,1.0595791339874268
85,1.0557082891464233
86,1.0517901182174683
87,1.0478086471557617
88,1.0437692403793335
89,1.0396922826766968
90,1.0356043577194214
91,1.0315322875976562
92,1.0274962186813354
93,1.0235066413879395
94,1.0195634365081787
95,1.015655755996704
96,1.011767029762268
97,1.0078787803649902
98,1.003975510597229
99,1.0000489950180054
100,0.9960988759994507
