Epochs,loss
1,2.259187936782837
2,2.1401419639587402
3,2.0497348308563232
4,1.9844880104064941
5,1.9355157613754272
6,1.8931159973144531
7,1.8509777784347534
8,1.8065141439437866
9,1.7592544555664062
10,1.7097505331039429
11,1.6589540243148804
12,1.6079332828521729
13,1.5578360557556152
14,1.5098402500152588
15,1.4649994373321533
16,1.4243192672729492
17,1.3886747360229492
18,1.3588087558746338
19,1.3353309631347656
20,1.3185673952102661
21,1.308517575263977
22,1.3045796155929565
23,1.3054121732711792
24,1.309032678604126
25,1.3130946159362793
26,1.3155369758605957
27,1.3150503635406494
28,1.3112388849258423
29,1.3045220375061035
30,1.295729398727417
31,1.285815715789795
32,1.275620698928833
33,1.2657439708709717
34,1.256556510925293
35,1.2481995820999146
36,1.2407335042953491
37,1.2341455221176147
38,1.228372573852539
39,1.2232922315597534
40,1.2188245058059692
41,1.2149008512496948
42,1.2113796472549438
43,1.2081105709075928
44,1.2048890590667725
45,1.2014518976211548
46,1.1975759267807007
47,1.1931092739105225
48,1.1880666017532349
49,1.182569980621338
50,1.1767756938934326
51,1.1709210872650146
52,1.1652079820632935
53,1.159753441810608
54,1.1546438932418823
55,1.1497400999069214
56,1.144958257675171
57,1.1402027606964111
58,1.135317325592041
59,1.1302123069763184
60,1.1248699426651
61,1.119316577911377
62,1.1135916709899902
63,1.1078048944473267
64,1.1021530628204346
65,1.0966830253601074
66,1.091493844985962
67,1.0865662097930908
68,1.0818339586257935
69,1.0772753953933716
70,1.0728709697723389
71,1.068590760231018
72,1.0643919706344604
73,1.0602896213531494
74,1.0562554597854614
75,1.0522454977035522
76,1.0482473373413086
77,1.0442620515823364
78,1.040304183959961
79,1.036393642425537
80,1.0325453281402588
81,1.0287669897079468
82,1.0250657796859741
83,1.0214436054229736
84,1.0178807973861694
85,1.0143630504608154
86,1.0108680725097656
87,1.007384181022644
88,1.003902792930603
89,1.0004273653030396
90,0.9969679713249207
91,0.9935368895530701
92,0.9901403188705444
93,0.9867824912071228
94,0.9834615588188171
95,0.980172872543335
96,0.9769116640090942
97,0.9736732244491577
98,0.9704553484916687
99,0.9672515988349915
100,0.9640629291534424
