Epochs,loss
1,3.867661237716675
2,3.5512399673461914
3,3.2449424266815186
4,2.9521265029907227
5,2.6774303913116455
6,2.426710367202759
7,2.206559896469116
8,2.0227978229522705
9,1.8777737617492676
10,1.7680459022521973
11,1.6852396726608276
12,1.6202161312103271
13,1.5667754411697388
14,1.5223209857940674
15,1.4864245653152466
16,1.4590075016021729
17,1.4391180276870728
18,1.4247777462005615
19,1.413761854171753
20,1.404484510421753
21,1.3963816165924072
22,1.38973867893219
23,1.3851174116134644
24,1.3827399015426636
25,1.3821040391921997
26,1.3819783926010132
27,1.3807729482650757
28,1.377082347869873
29,1.3701204061508179
30,1.3598848581314087
31,1.3470540046691895
32,1.3327268362045288
33,1.3181198835372925
34,1.3043015003204346
35,1.292026162147522
36,1.281672716140747
37,1.2732725143432617
38,1.2665963172912598
39,1.2612651586532593
40,1.256852149963379
41,1.2529528141021729
42,1.2492454051971436
43,1.2455353736877441
44,1.2417596578598022
45,1.2379871606826782
46,1.234395146369934
47,1.2311468124389648
48,1.2281893491744995
49,1.225480318069458
50,1.222894549369812
51,1.2203067541122437
52,1.2176308631896973
53,1.2148728370666504
54,1.2120565176010132
55,1.2092132568359375
56,1.2063753604888916
57,1.20358145236969
58,1.2008633613586426
59,1.1982402801513672
60,1.1957215070724487
61,1.193312406539917
62,1.1909934282302856
63,1.1887457370758057
64,1.18654203414917
65,1.1843540668487549
66,1.182155728340149
67,1.1799285411834717
68,1.177659034729004
69,1.175339698791504
70,1.1729679107666016
71,1.1705479621887207
72,1.1680855751037598
73,1.1655889749526978
74,1.1630668640136719
75,1.1605265140533447
76,1.157973289489746
77,1.1553922891616821
78,1.1527736186981201
79,1.150106430053711
80,1.1473896503448486
81,1.1446895599365234
82,1.1419697999954224
83,1.1391980648040771
84,1.1365424394607544
85,1.1340070962905884
86,1.1315255165100098
87,1.129050850868225
88,1.1265640258789062
89,1.1240806579589844
90,1.1223435401916504
91,1.1191654205322266
92,1.1167383193969727
93,1.1142876148223877
94,1.1118022203445435
95,1.109293818473816
96,1.1067618131637573
97,1.1042050123214722
98,1.101633071899414
99,1.099044919013977
100,1.0964360237121582
