latitude,longitude,name,type
-12.9703884124756,-38.4218711853027,198258803,Bus Stop
-12.9224815368652,-38.3495674133301,268469955,Bus Stop
-12.9088907241821,-38.3664016723633,211299455,Bus Stop
-12.8995447158813,-38.3666076660156,230380795,Bus Stop
-12.97829246521,-38.4267387390137,230395772,Bus Stop
-12.8868818283081,-38.3629760742188,230360470,Bus Stop
-12.9442176818848,-38.3608322143555,45832938,Bus Stop
-12.936408996582,-38.3673057556152,269097043,Bus Stop
-12.8503656387329,-38.3861770629883,82414043,Bus Stop
-12.8936815261841,-38.3596458435059,202057097,Bus Stop
-12.9457721710205,-38.4904594421387,44783729,Bus Stop
-12.9484281539917,-38.491569519043,45241660,Bus Stop
-12.9567518234253,-38.481372833252,201478555,Bus Stop
-12.960108757019,-38.4842758178711,193549871,Bus Stop
-12.9643039703369,-38.4860038757324,44783793,Bus Stop
-12.9606466293335,-38.4818840026855,193549867,Bus Stop
-12.9527988433838,-38.4891166687012,44782762,Bus Stop
-12.9519557952881,-38.5009117126465,45834515,Bus Stop
-12.9497175216675,-38.4956970214844,45833644,Bus Stop
-12.9530363082886,-38.4888687133789,45247130,Bus Stop
-12.9567747116089,-38.4977645874023,44093683_S,Bus Stop
-12.9408893585205,-38.4908218383789,86316136,Bus Stop
-12.9628429412842,-38.492618560791,44782409,Bus Stop
-12.9550199508667,-38.4871826171875,45237158,Bus Stop
-12.9573402404785,-38.493724822998,44782411,Bus Stop
-12.9438495635986,-38.4890670776367,46021712,Bus Stop
-12.960108757019,-38.4842758178711,193549871,Bus Stop
-12.954607963562,-38.480281829834,107018201_S,Bus Stop
-12.9553852081299,-38.499828338623,45833070,Bus Stop
-12.9669151306152,-38.4800453186035,45833011,Bus Stop
-12.9592552185059,-38.4876708984375,193549870,Bus Stop
-12.9606466293335,-38.4818840026855,193549867,Bus Stop
-12.954607963562,-38.480281829834,107018201_S,Bus Stop
-12.9672412872314,-38.4992370605469,193509115,Bus Stop
-12.9567518234253,-38.481372833252,201478555,Bus Stop
-12.9549036026001,-38.4840888977051,44783265,Bus Stop
-13.0020742416382,-38.477611541748,262856202,Bus Stop
-13.005051612854,-38.4760093688965,126325300_S,Bus Stop
-13.000373840332,-38.5024070739746,44782432,Bus Stop
-13.012900352478,-38.4802627563477,44783864,Bus Stop
-13.0057945251465,-38.4836654663086,262864732,Bus Stop
-13.0141563415527,-38.4884414672852,44783884,Bus Stop
-12.990532875061,-38.5043869018555,44784448,Bus Stop
-12.9954175949097,-38.5013427734375,44782429_S,Bus Stop
-13.000283241272,-38.4977493286133,46021935,Bus Stop
-13.0083465576172,-38.475284576416,238730144_S,Bus Stop
-12.9920053482056,-38.5019721984863,44784449,Bus Stop
-13.005051612854,-38.4760093688965,126325300_S,Bus Stop
-13.0008850097656,-38.518253326416,44782405,Bus Stop
-13.0008850097656,-38.518253326416,44782405,Bus Stop
-13.0017919540405,-38.5015830993652,44784451,Bus Stop
-13.0132293701172,-38.488697052002,49377961,Bus Stop
-13.0038967132568,-38.5191459655762,92431652,Bus Stop
-13.005051612854,-38.4760093688965,126325300_S,Bus Stop
-13.0021600723267,-38.4825286865234,48843436,Bus Stop
-13.0111141204834,-38.4911117553711,45834479,Bus Stop
-13.0051708221436,-38.5028114318848,44783651,Bus Stop
-13.0057945251465,-38.4836654663086,262864732,Bus Stop
-13.0071048736572,-38.4830894470215,262864731,Bus Stop
-13.0017747879028,-38.4993324279785,90281929,Bus Stop
-13.0105609893799,-38.4992370605469,44783879,Bus Stop
-13.0053243637085,-38.5227203369141,45834888,Bus Stop
-12.9987297058105,-38.5119552612305,70251912,Bus Stop
-13.0108804702759,-38.4733009338379,232142333,Bus Stop
-12.9990978240967,-38.4986724853516,193570634,Bus Stop
-13.0002174377441,-38.4775543212891,262856199,Bus Stop
-13.0093212127686,-38.465461730957,44784517,Bus Stop
-13.005051612854,-38.4760093688965,126325300_S,Bus Stop
-12.9946899414063,-38.5101623535156,44782433,Bus Stop
-12.9970798492432,-38.5024375915527,193570637,Bus Stop
-12.9980382919312,-38.5138168334961,44782932,Bus Stop
-12.9945497512817,-38.4961814880371,44784442,Bus Stop
-13.0141267776489,-38.4777984619141,44783109,Bus Stop
-13.005051612854,-38.4760093688965,126325300_S,Bus Stop
-12.9184551239014,-38.442985534668,44164922,Bus Stop
-12.9266147613525,-38.4365310668945,44784089,Bus Stop
-12.9041833877563,-38.4284248352051,45834559,Bus Stop
-12.9022541046143,-38.4276580810547,48219627,Bus Stop
-12.9044437408447,-38.4412040710449,47566235,Bus Stop
-12.9033498764038,-38.4489326477051,45833678_S,Bus Stop
-12.9016199111938,-38.4643974304199,46022207,Bus Stop
-12.9114332199097,-38.4426155090332,45833579,Bus Stop
-12.9250726699829,-38.4395332336426,45833505,Bus Stop
-12.8974370956421,-38.459774017334,46906879,Bus Stop
-12.9180202484131,-38.4422950744629,87241417,Bus Stop
-12.9180202484131,-38.4422950744629,87241417,Bus Stop
-12.905216217041,-38.4255332946777,46022120,Bus Stop
-12.9176874160767,-38.4426193237305,44783564,Bus Stop
-12.8978424072266,-38.4324913024902,45834278,Bus Stop
-12.9114332199097,-38.4426155090332,45833579,Bus Stop
-12.9158000946045,-38.4494667053223,45834548,Bus Stop
-12.9077644348145,-38.4297943115234,46022110,Bus Stop
-12.9284744262695,-38.4353370666504,48480947,Bus Stop
-12.9310264587402,-38.4179229736328,47567987,Bus Stop
-12.9017362594604,-38.4334869384766,44783838,Bus Stop
-12.9017496109009,-38.4339179992676,45834182,Bus Stop
-12.910605430603,-38.426212310791,47566312_S,Bus Stop
-12.9251155853271,-38.4398994445801,44784235,Bus Stop
-12.9055995941162,-38.4389495849609,45833372,Bus Stop
-12.9285926818848,-38.434684753418,45833324,Bus Stop
-12.9033498764038,-38.4489326477051,45833678_S,Bus Stop
-12.9250726699829,-38.4395332336426,45833505,Bus Stop
-12.908088684082,-38.4245796203613,46022114,Bus Stop
-12.8923282623291,-38.4564323425293,46022094,Bus Stop
-12.907341003418,-38.434398651123,46021688,Bus Stop
-12.8933134078979,-38.4568977355957,93635955,Bus Stop
-12.9253244400024,-38.4337425231934,44784085,Bus Stop
-12.9352769851685,-38.4759216308594,44783174,Bus Stop
-12.92946434021,-38.479133605957,45221145,Bus Stop
-12.9328746795654,-38.4800910949707,44784313,Bus Stop
-12.940131187439,-38.4749984741211,44068928_S,Bus Stop
-12.9238805770874,-38.474178314209,44782364,Bus Stop
-12.940896987915,-38.4727478027344,46214444,Bus Stop
-12.9329395294189,-38.4755859375,44089207_S,Bus Stop
-12.9433469772339,-38.4839210510254,47567876,Bus Stop
-12.926194190979,-38.4760360717773,44782362,Bus Stop
-12.9153661727905,-38.4708251953125,46022085_S,Bus Stop
-12.940131187439,-38.4749984741211,44068928_S,Bus Stop
-12.9431056976318,-38.4739761352539,46021698_S,Bus Stop
-12.9301347732544,-38.4848365783691,45221148,Bus Stop
-12.9397306442261,-38.488151550293,45833902,Bus Stop
-12.9059286117554,-38.4728469848633,44395222_S,Bus Stop
-12.9191913604736,-38.4686431884766,45833588,Bus Stop
-12.9153661727905,-38.4708251953125,46022085_S,Bus Stop
-12.9389038085938,-38.4902305603027,43768713,Bus Stop
-12.9376945495605,-38.4860038757324,99834780,Bus Stop
-12.9221172332764,-38.4763374328613,44072613_S,Bus Stop
-12.9197626113892,-38.4760894775391,46021984_S,Bus Stop
-12.9450531005859,-38.4681625366211,289557705,Bus Stop
-12.9263334274292,-38.4822387695313,44070080_S,Bus Stop
-12.9328746795654,-38.4800910949707,44784313,Bus Stop
-12.9234418869019,-38.4615783691406,44782893,Bus Stop
-12.9306049346924,-38.4745559692383,45833168,Bus Stop
-12.9442729949951,-38.4835357666016,44782771,Bus Stop
-12.9164571762085,-38.4781227111816,44783163,Bus Stop
-12.9332580566406,-38.4827117919922,44784000,Bus Stop
-12.9191913604736,-38.4686431884766,45833588,Bus Stop
-12.9474067687988,-38.4736175537109,44784029,Bus Stop
-12.9197626113892,-38.4760894775391,46021984_S,Bus Stop
-12.9498653411865,-38.4728126525879,43768310,Bus Stop
-12.9365015029907,-38.4783096313477,44783212,Bus Stop
-12.9480619430542,-38.4790725708008,44782766,Bus Stop
-12.9301347732544,-38.4848365783691,45221148,Bus Stop
-12.9498653411865,-38.4728126525879,43768310,Bus Stop
-12.909405708313,-38.478630065918,43768360,Bus Stop
-12.943039894104,-38.477352142334,46021709,Bus Stop
-12.9472627639771,-38.4806289672852,45833206,Bus Stop
-12.8737878799438,-38.4706802368164,44782814,Bus Stop
-12.8833723068237,-38.4770278930664,44165231,Bus Stop
-12.8833169937134,-38.4682006835938,44782844,Bus Stop
-12.8835964202881,-38.4751434326172,44783632,Bus Stop
-12.8983354568481,-38.4883613586426,44782361,Bus Stop
-12.847954750061,-38.4594993591309,44690994_S,Bus Stop
-12.8883199691772,-38.4737243652344,89842464,Bus Stop
-12.8480339050293,-38.4592552185059,44783420,Bus Stop
-12.8940172195435,-38.4871559143066,44783124,Bus Stop
-12.8836679458618,-38.4683418273926,44165253,Bus Stop
-12.8546018600464,-38.4618034362793,44733643,Bus Stop
-12.8725357055664,-38.4760398864746,44782811,Bus Stop
-12.889760017395,-38.4779281616211,44783631,Bus Stop
-12.847412109375,-38.4523239135742,46021649,Bus Stop
-12.9345035552979,-38.4879531860352,44783292,Bus Stop
-12.9133520126343,-38.4800415039063,43768568,Bus Stop
-12.9212789535522,-38.48095703125,43768385,Bus Stop
-12.9033584594727,-38.4855499267578,45833536,Bus Stop
-12.9044761657715,-38.4771499633789,43768386,Bus Stop
-12.8480339050293,-38.4592552185059,44783420,Bus Stop
-12.8709745407104,-38.4772148132324,44783097,Bus Stop
-12.9247913360596,-38.4850540161133,104226131,Bus Stop
-12.9051237106323,-38.4874572753906,43787621_S,Bus Stop
-12.8983354568481,-38.4883613586426,44782361,Bus Stop
-12.8983354568481,-38.4883613586426,44782361,Bus Stop
-12.8860445022583,-38.483570098877,44165168,Bus Stop
-12.8484077453613,-38.4608383178711,44165057,Bus Stop
-12.8520784378052,-38.4560012817383,91347551,Bus Stop
-12.9248924255371,-38.4878540039063,185591475,Bus Stop
-12.9359312057495,-38.4893035888672,44783293,Bus Stop
-12.8544607162476,-38.4566535949707,49053701,Bus Stop
-12.8463830947876,-38.4505004882813,46021647,Bus Stop
-12.8886280059814,-38.473705291748,44783619,Bus Stop
-12.8464879989624,-38.4503555297852,153320539,Bus Stop
-12.8528175354004,-38.4524536132813,345589457,Bus Stop
-12.9047021865845,-38.477409362793,44387659,Bus Stop
-12.8903512954712,-38.4748382568359,89785054,Bus Stop
-12.8585243225098,-38.4573707580566,44783645,Bus Stop
-12.8334255218506,-38.4653282165527,47566065,Bus Stop
-12.853443145752,-38.4654579162598,44783438,Bus Stop
-12.8490047454834,-38.4695205688477,159761375,Bus Stop
-12.8495054244995,-38.474006652832,44782383,Bus Stop
-12.8140563964844,-38.4862861633301,43768481_S,Bus Stop
-12.8140563964844,-38.4862861633301,43768481_S,Bus Stop
-12.8140563964844,-38.4862861633301,43768481_S,Bus Stop
-12.8140563964844,-38.4862861633301,43768481_S,Bus Stop
-12.8235101699829,-38.4835319519043,46021671,Bus Stop
-12.8140563964844,-38.4862861633301,43768481_S,Bus Stop
-12.8593215942383,-38.4777030944824,151490557,Bus Stop
-12.8522729873657,-38.4688720703125,43768395,Bus Stop
-12.8140563964844,-38.4862861633301,43768481_S,Bus Stop
-12.8672332763672,-38.4739532470703,44783646,Bus Stop
-12.8644332885742,-38.477970123291,44387648,Bus Stop
-12.841986656189,-38.467830657959,44783096,Bus Stop
-12.8412809371948,-38.4646987915039,44165189,Bus Stop
-12.8140563964844,-38.4862861633301,43768481_S,Bus Stop
-12.8349123001099,-38.4713821411133,44784543,Bus Stop
-12.8416862487793,-38.4671363830566,46021633,Bus Stop
-12.8718233108521,-38.4732360839844,44782810,Bus Stop
-12.8718233108521,-38.4732360839844,44782810,Bus Stop
-12.8542566299438,-38.471794128418,49053424,Bus Stop
-12.8623561859131,-38.475528717041,44783647,Bus Stop
-12.8294382095337,-38.4659194946289,43768443,Bus Stop
-12.8378133773804,-38.470703125,48410536,Bus Stop
-12.8365888595581,-38.4758758544922,44165384_S,Bus Stop
-12.8140563964844,-38.4862861633301,43768481_S,Bus Stop
-12.8476686477661,-38.466480255127,159761371,Bus Stop
-12.8548851013184,-38.46240234375,44783455,Bus Stop
-12.8551645278931,-38.4640998840332,44684562_S,Bus Stop
-12.8365888595581,-38.4758758544922,44165384_S,Bus Stop
-12.8655738830566,-38.4713096618652,44673425_S,Bus Stop
-12.8504333496094,-38.4747352600098,44783427,Bus Stop
-12.8140563964844,-38.4862861633301,43768481_S,Bus Stop
-12.8618240356445,-38.4786071777344,44387647,Bus Stop
-12.8140563964844,-38.4862861633301,43768481_S,Bus Stop
-12.84557056427,-38.4541473388672,46021635,Bus Stop
