latitude,longitude,name,type
-12.936658,-38.369913,29449227,School
-12.970321,-38.422013,29456282,School
-12.918678,-38.346552,29468582,School
-12.908955,-38.366997,29468590,School
-12.901535,-38.36525,29468612,School
-12.978528,-38.426398,29468930,School
-12.886736,-38.362929,29470048,School
-12.944088,-38.361157,29470110,School
-12.934341,-38.370353,29470129,School
-12.85154,-38.385975,29472822,School
-12.893301,-38.360797,29472857,School
-12.946035,-38.490391,29184088,School
-12.948578,-38.492192,29200318,School
-12.957499,-38.481635,29193524,School
-12.959754,-38.483942,29191580,School
-12.96305,-38.484322,29199808,School
-12.961878,-38.481908,29336317,School
-12.952704,-38.490142,29186439,School
-12.952543,-38.499645,29195314,School
-12.951112,-38.493751,29336635,School
-12.954239,-38.489575,29192382,School
-12.955597,-38.497559,29186625,School
-12.940603,-38.491023,29186021,School
-12.961427,-38.493199,29193435,School
-12.954081,-38.487043,29189527,School
-12.955691,-38.493818,29190339,School
-12.943756,-38.489481,29190304,School
-12.960003,-38.484082,29190312,School
-12.953955,-38.479203,29189810,School
-12.954886,-38.49958,29188636,School
-12.966879,-38.480128,29194628,School
-12.958234,-38.487392,29411564,School
-12.961451,-38.481761,29344638,School
-12.953706,-38.479146,29411556,School
-12.966715,-38.499214,29180244,School
-12.958476,-38.479863,29468191,School
-12.953776,-38.484844,29470145,School
-13.00206,-38.477741,29186315,School
-13.005031,-38.47037,29336597,School
-13.000711,-38.502023,29190061,School
-13.012219,-38.479627,29191793,School
-13.005878,-38.482905,29194547,School
-13.01485,-38.48773,29192803,School
-12.992274,-38.504103,29185971,School
-12.99373,-38.501063,29186307,School
-13.0016,-38.4961,29194539,School
-13.007308,-38.473817,29188318,School
-12.991813,-38.502181,29187915,School
-13.003313,-38.47592,29198836,School
-13.002082,-38.514657,29186463,School
-13.001941,-38.514595,29182816,School
-13.002025,-38.50148,29190347,School
-13.012973,-38.487499,29199700,School
-13.002782,-38.518226,29184568,School
-13.004148,-38.472487,29187982,School
-13.00228,-38.481448,29415497,School
-13.009938,-38.491746,29190355,School
-13.006337,-38.503284,29187850,School
-13.005187,-38.480721,29190240,School
-13.008582,-38.483785,29181224,School
-13.001271,-38.499835,29191050,School
-13.010964,-38.500033,29189217,School
-13.005514,-38.522951,29188300,School
-12.997994,-38.512406,29200016,School
-13.011572,-38.47374,29193559,School
-12.999107,-38.498431,29192986,School
-13.000267,-38.476475,29193168,School
-13.00567,-38.468394,29190762,School
-13.003284,-38.47266,29412277,School
-12.996529,-38.511234,29411440,School
-12.996793,-38.503063,29344778,School
-13.000485,-38.515277,29411769,School
-12.994613,-38.496325,29359422,School
-13.013835,-38.476866,29467926,School
-13.006496,-38.477238,29474590,School
-12.918354,-38.443963,29184177,School
-12.926382,-38.43649,29198844,School
-12.904319,-38.428846,29190371,School
-12.902951,-38.428058,29181259,School
-12.903367,-38.440621,29198933,School
-12.903533,-38.449116,29184851,School
-12.901563,-38.464928,29192625,School
-12.913039,-38.443113,29186005,School
-12.92569,-38.438827,29186013,School
-12.897819,-38.45985,29187370,School
-12.918214,-38.442557,29186447,School
-12.918422,-38.442055,29196299,School
-12.905501,-38.42627,29384648,School
-12.916856,-38.442641,29189624,School
-12.898138,-38.429948,29384567,School
-12.910176,-38.442809,29191181,School
-12.91543,-38.451064,29193001,School
-12.906662,-38.429961,29423260,School
-12.92848,-38.435887,29423252,School
-12.930845,-38.417879,29188407,School
-12.904416,-38.43332,29192102,School
-12.901216,-38.434273,29189969,School
-12.910255,-38.425597,29188962,School
-12.925089,-38.43992,29434084,School
-12.906226,-38.437849,29435331,School
-12.928263,-38.432464,29438373,School
-12.903972,-38.450073,29436915,School
-12.922834,-38.437624,29414890,School
-12.908935,-38.425356,29411459,School
-12.892575,-38.456049,29411467,School
-12.907528,-38.434449,29344840,School
-12.89337,-38.459697,29448913,School
-12.924966,-38.434566,29469465,School
-12.934922,-38.476105,29184347,School
-12.928864,-38.479939,29184860,School
-12.93339,-38.480367,29184444,School
-12.939974,-38.474116,29179475,School
-12.925065,-38.472727,29190231,School
-12.941015,-38.473469,29184681,School
-12.933345,-38.475863,29198968,School
-12.941743,-38.483044,29194393,School
-12.92548,-38.477225,29190657,School
-12.914909,-38.47065,29186030,School
-12.94047,-38.474523,29194083,School
-12.94355,-38.473658,29194172,School
-12.930251,-38.484006,29368138,School
-12.939626,-38.488154,29189578,School
-12.906831,-38.471819,29336686,School
-12.919527,-38.468955,29179319,School
-12.914089,-38.47177,29377471,School
-12.93844,-38.490116,29190282,School
-12.938272,-38.48534,29190320,School
-12.923806,-38.478464,29191670,School
-12.919066,-38.476116,29191904,School
-12.945336,-38.468311,29384583,School
-12.926825,-38.482698,29188059,School
-12.934227,-38.480645,29191297,School
-12.924226,-38.461868,29423040,School
-12.930288,-38.475057,29189543,School
-12.94321,-38.481843,29189497,School
-12.915244,-38.478491,29185459,School
-12.933327,-38.483049,29192552,School
-12.918472,-38.468378,29182832,School
-12.94753,-38.473474,29434246,School
-12.919089,-38.476514,29344441,School
-12.950107,-38.472621,29344565,School
-12.938359,-38.476747,29411483,School
-12.945713,-38.478646,29344662,School
-12.929743,-38.484809,29404789,School
-12.950107,-38.472621,29344816,School
-12.908639,-38.477916,29414628,School
-12.945226,-38.478887,29449235,School
-12.946662,-38.479521,29404436,School
-12.874118,-38.470683,29189390,School
-12.883125,-38.477254,29181232,School
-12.882317,-38.469569,29190053,School
-12.880158,-38.475167,29191742,School
-12.899259,-38.489311,29194318,School
-12.848663,-38.459926,29194350,School
-12.887051,-38.474068,29185777,School
-12.848077,-38.459094,29194237,School
-12.891442,-38.486447,29336554,School
-12.882455,-38.471505,29186870,School
-12.855245,-38.461539,29199077,School
-12.872506,-38.47681,29189004,School
-12.890044,-38.477963,29190398,School
-12.848099,-38.452656,29425840,School
-12.932998,-38.487922,29184797,School
-12.913085,-38.48055,29193583,School
-12.921093,-38.481665,29196477,School
-12.904462,-38.485392,29189233,School
-12.902915,-38.477104,29192668,School
-12.848057,-38.458413,29192161,School
-12.871606,-38.477513,29191696,School
-12.924699,-38.485091,29187427,School
-12.905043,-38.487692,29192323,School
-12.90056,-38.490038,29187826,School
-12.899129,-38.489334,29188547,School
-12.885569,-38.483324,29196850,School
-12.847622,-38.461118,29184010,School
-12.852199,-38.456079,29434254,School
-12.924859,-38.487268,29412269,School
-12.935654,-38.490404,29411750,School
-12.853955,-38.457273,29411548,School
-12.846753,-38.450738,29534801,School
-12.889114,-38.472052,29854750,School
-12.847222,-38.450689,29449197,School
-12.851238,-38.453232,29448905,School
-12.904235,-38.478266,29190983,School
-12.889956,-38.475086,29468620,School
-12.858092,-38.459306,29472881,School
-12.832888,-38.468249,29186285,School
-12.855594,-38.466581,29184207,School
-12.847597,-38.470157,29415004,School
-12.84861,-38.474812,29432030,School
-12.791556,-38.532857,29199921,School
-12.759617,-38.518801,29199956,School
-12.758686,-38.639921,29184320,School
-12.772115,-38.621081,29186390,School
-12.823771,-38.48326,29185165,School
-12.782404,-38.516322,29191289,School
-12.859918,-38.477922,29186765,School
-12.852381,-38.468936,29192536,School
-12.792794,-38.532501,29184657,School
-12.866049,-38.474717,29191599,School
-12.865314,-38.476889,29199093,School
-12.841959,-38.467697,29194261,School
-12.8398,-38.465977,29186587,School
-12.773937,-38.530777,29186536,School
-12.834926,-38.471548,29187060,School
-12.843001,-38.466628,29192056,School
-12.870052,-38.473707,29194270,School
-12.870034,-38.473678,29194458,School
-12.85496,-38.470551,29189160,School
-12.863758,-38.475235,29187834,School
-12.831,-38.468586,29187680,School
-12.839049,-38.469605,29190665,School
-12.833588,-38.475821,29190940,School
-12.74333,-38.533234,29447682,School
-12.845354,-38.466606,29344417,School
-12.858811,-38.462316,29467900,School
-12.85879,-38.466033,29467896,School
-12.834105,-38.475209,29468639,School
-12.866061,-38.471309,29468647,School
-12.849707,-38.475408,29468922,School
-12.762792,-38.639761,29470390,School
-12.862987,-38.479275,29472830,School
-12.781412,-38.625727,29472849,School
-12.840773,-38.451331,29477301,School
-12.9729442596436,-38.4534606933594,45832830,Bus Stop
-12.9542779922485,-38.4381561279297,44783402,Bus Stop
-12.9663915634155,-38.4649925231934,45832819,Bus Stop
-12.9710998535156,-38.4606895446777,44783966,Bus Stop
-12.9729442596436,-38.4534606933594,45832830,Bus Stop
-12.9684257507324,-38.4618225097656,45832840,Bus Stop
-12.9684381484985,-38.4566192626953,45832836,Bus Stop
-12.9711208343506,-38.4710235595703,45832798,Bus Stop
-12.9494218826294,-38.4653701782227,44784375,Bus Stop
-12.9476413726807,-38.4679069519043,45834560_S,Bus Stop
-12.9494218826294,-38.4653701782227,44784375,Bus Stop
-12.9711208343506,-38.4710235595703,45832798,Bus Stop
-12.931565284729,-38.444393157959,43968810_S,Bus Stop
-12.9501047134399,-38.4603424072266,58692509,Bus Stop
-12.9443979263306,-38.4617652893066,44782348_S,Bus Stop
-12.9482345581055,-38.4408874511719,45833883,Bus Stop
-12.9372682571411,-38.4371452331543,200498924,Bus Stop
-12.9318332672119,-38.4675483703613,45834584_S,Bus Stop
-12.9501047134399,-38.4603424072266,58692509,Bus Stop
-12.9378538131714,-38.4610710144043,45834852_S,Bus Stop
-12.9333534240723,-38.4592323303223,45834849,Bus Stop
-12.9422092437744,-38.4549865722656,45833225,Bus Stop
-12.9318332672119,-38.4675483703613,45834584_S,Bus Stop
-12.9428129196167,-38.4386024475098,44782944_S,Bus Stop
-12.9510154724121,-38.439567565918,45833884,Bus Stop
-12.9362077713013,-38.4321899414063,45834758_S,Bus Stop
-12.9425344467163,-38.4496459960938,45834680,Bus Stop
-12.9311857223511,-38.4660987854004,46907101,Bus Stop
-12.9660730361938,-38.475715637207,137277419,Bus Stop
-12.9463891983032,-38.447582244873,45834674,Bus Stop
-12.9404993057251,-38.450740814209,47566109,Bus Stop
-12.9292211532593,-38.439624786377,179982649,Bus Stop
-12.9561634063721,-38.4432983398438,44782578_S,Bus Stop
-12.9343137741089,-38.4474411010742,45833925,Bus Stop
-12.9358787536621,-38.435863494873,44784339,Bus Stop
-12.9664831161499,-38.4633331298828,45833572,Bus Stop
-12.9415225982666,-38.4537620544434,45833227,Bus Stop
-12.9578971862793,-38.453971862793,44784292,Bus Stop
-12.931565284729,-38.444393157959,43968810_S,Bus Stop
-12.9663915634155,-38.4649925231934,45832819,Bus Stop
-12.9587326049805,-38.4419822692871,44784207,Bus Stop
-12.9300117492676,-38.4618911743164,44093682_S,Bus Stop
-12.9397821426392,-38.4457550048828,44784403_S,Bus Stop
-12.9578971862793,-38.453971862793,44784292,Bus Stop
-12.9630346298218,-38.4601440429688,44093075,Bus Stop
-12.9327907562256,-38.4571952819824,46906977,Bus Stop
-12.9351501464844,-38.4405784606934,44782337,Bus Stop
-12.9715242385864,-38.471492767334,45832841,Bus Stop
-12.9156532287598,-38.4253959655762,45833336,Bus Stop
-12.9233713150024,-38.4219512939453,44784050,Bus Stop
-12.9253835678101,-38.4198684692383,45833298,Bus Stop
-12.9136009216309,-38.4244003295898,45833805,Bus Stop
-12.9090213775635,-38.392147064209,45833023,Bus Stop
-12.8668451309204,-38.4238395690918,47568126,Bus Stop
-12.8824167251587,-38.407096862793,44782646,Bus Stop
-12.8994998931885,-38.4382667541504,346638857,Bus Stop
-12.8668451309204,-38.4238395690918,47568126,Bus Stop
-12.8991537094116,-38.4008255004883,46906538,Bus Stop
-12.8959932327271,-38.4283638000488,45834633,Bus Stop
-12.8827390670776,-38.4063148498535,45834595,Bus Stop
-12.8644952774048,-38.4357872009277,44783594,Bus Stop
-12.9048166275024,-38.3905868530273,44783281,Bus Stop
-12.8881282806396,-38.4058113098145,44782375,Bus Stop
-12.8883199691772,-38.4268341064453,45834618,Bus Stop
-12.9154825210571,-38.4597434997559,44165065,Bus Stop
-12.8951501846313,-38.4421997070313,333226368,Bus Stop
-12.8604936599731,-38.4221954345703,63772058,Bus Stop
-12.8709268569946,-38.4337997436523,101214305,Bus Stop
-12.8944416046143,-38.4324607849121,45834274,Bus Stop
-12.9033050537109,-38.3953437805176,45833017_S,Bus Stop
-12.915771484375,-38.4088325500488,45834097_S,Bus Stop
-12.9179821014404,-38.4142074584961,44784196,Bus Stop
-12.8903350830078,-38.4375495910645,164747013,Bus Stop
-12.8917646408081,-38.3948249816895,45833276,Bus Stop
-12.8927116394043,-38.4067878723145,45832927,Bus Stop
-12.8667869567871,-38.4331398010254,45834666,Bus Stop
-12.9016132354736,-38.4137535095215,45833092,Bus Stop
-12.8554134368896,-38.4420623779297,345589455,Bus Stop
-12.8719072341919,-38.4352989196777,44783222,Bus Stop
-12.8856801986694,-38.4147872924805,44782640,Bus Stop
-12.8622751235962,-38.4369430541992,44783260,Bus Stop
-12.9170236587524,-38.4218368530273,45833334,Bus Stop
-12.9019823074341,-38.4203987121582,45833086,Bus Stop
-12.8886995315552,-38.4355163574219,45833043,Bus Stop
-12.8906574249268,-38.4091911315918,45832958_S,Bus Stop
-12.8994579315186,-38.4129638671875,44782645,Bus Stop
-12.8992986679077,-38.4076728820801,100722777,Bus Stop
-12.913480758667,-38.391918182373,47566954,Bus Stop
-12.8936233520508,-38.4210510253906,45832942,Bus Stop
-12.9289922714233,-38.4084663391113,45834409,Bus Stop
-12.8994579315186,-38.4129638671875,44782645,Bus Stop
-12.8924160003662,-38.4103889465332,45832962,Bus Stop
-12.9252777099609,-38.4139518737793,106367556,Bus Stop
-12.9033050537109,-38.3953437805176,45833017_S,Bus Stop
-12.9282293319702,-38.4149703979492,45833300,Bus Stop
-12.9803667068481,-38.5090789794922,49017907,Bus Stop
-12.9810285568237,-38.5118026733398,44784152,Bus Stop
-12.9821434020996,-38.477912902832,46022057,Bus Stop
-12.9754762649536,-38.4870452880859,45834249,Bus Stop
-12.9853944778442,-38.5190200805664,230566434,Bus Stop
-12.9755706787109,-38.4862403869629,44784214,Bus Stop
-12.9756889343262,-38.5089569091797,44782954,Bus Stop
-12.9861106872559,-38.477294921875,44783369,Bus Stop
-12.9885902404785,-38.4813995361328,45833600,Bus Stop
-12.9774055480957,-38.4863624572754,224014949,Bus Stop
-12.9844255447388,-38.4881019592285,43768272,Bus Stop
-12.9809837341309,-38.4887161254883,45834294,Bus Stop
-12.9841651916504,-38.484935760498,45833763,Bus Stop
-12.9739742279053,-38.5073776245117,45833102,Bus Stop
-12.9861917495728,-38.5107383728027,44782752,Bus Stop
-12.9616956710815,-38.5017929077148,98439035,Bus Stop
-12.9694337844849,-38.5065879821777,44733698,Bus Stop
-12.9915733337402,-38.5180244445801,45833145,Bus Stop
-12.9690542221069,-38.4956703186035,44782759,Bus Stop
-12.9801788330078,-38.5185279846191,44733641,Bus Stop
-12.9963521957397,-38.5275344848633,45834061,Bus Stop
-12.98890209198,-38.5015106201172,46918874,Bus Stop
-12.9780883789063,-38.4994735717773,45834262,Bus Stop
-12.9694337844849,-38.5065879821777,44733698,Bus Stop
-12.9885902404785,-38.4813995361328,45833600,Bus Stop
-13.0067071914673,-38.5009994506836,47568481,Bus Stop
-12.9786701202393,-38.5074462890625,44428471,Bus Stop
-12.9780883789063,-38.4994735717773,45834262,Bus Stop
-12.9900741577148,-38.5041732788086,50065504,Bus Stop
-12.9821434020996,-38.477912902832,46022057,Bus Stop
-12.9838590621948,-38.4881629943848,43768316,Bus Stop
-12.9911193847656,-38.4841957092285,44783336,Bus Stop
-12.9996290206909,-38.4816513061523,45833383,Bus Stop
-12.9754762649536,-38.4870452880859,45834249,Bus Stop
-12.9838590621948,-38.4881629943848,43768316,Bus Stop
-12.9871482849121,-38.496711730957,44782927,Bus Stop
-12.9838037490845,-38.4671974182129,236528712,Bus Stop
-12.9950866699219,-38.5251846313477,131666300,Bus Stop
-12.9767122268677,-38.483715057373,45834829,Bus Stop
-12.9936170578003,-38.5116958618164,45833149,Bus Stop
-12.9810314178467,-38.5002288818359,45834265,Bus Stop
-12.9357481002808,-38.493824005127,44783531,Bus Stop
-12.9240474700928,-38.504280090332,43768574,Bus Stop
-12.9180822372437,-38.4986953735352,44783928,Bus Stop
-12.9257249832153,-38.5024833679199,43768632,Bus Stop
-12.9438495635986,-38.4969673156738,45833625,Bus Stop
-12.934061050415,-38.4926834106445,44783532,Bus Stop
-12.9343166351318,-38.4957160949707,45834776,Bus Stop
-12.9303903579712,-38.504093170166,47567382,Bus Stop
-12.9239072799683,-38.5026702880859,43768770,Bus Stop
-12.9247150421143,-38.5087699890137,45833616,Bus Stop
-12.9392395019531,-38.4961242675781,44783512,Bus Stop
-12.938364982605,-38.4995956420898,44783544,Bus Stop
-12.9269332885742,-38.4987297058105,44783466,Bus Stop
-12.932505607605,-38.5045890808105,45833991,Bus Stop
-12.9294242858887,-38.4981002807617,45833990,Bus Stop
-12.922890663147,-38.4908065795898,104226128,Bus Stop
-12.9298877716064,-38.4956817626953,44783234,Bus Stop
-12.9269332885742,-38.4987297058105,44783466,Bus Stop
-12.9357481002808,-38.493824005127,44783531,Bus Stop
-12.9327640533447,-38.5111541748047,45833488,Bus Stop
-12.9167079925537,-38.4951667785645,44783927,Bus Stop
-12.932505607605,-38.5045890808105,45833991,Bus Stop
-12.9180822372437,-38.4986953735352,44783928,Bus Stop
-12.9296655654907,-38.5014839172363,44783207,Bus Stop
-12.9294242858887,-38.5116729736328,46021807,Bus Stop
-12.9167079925537,-38.4951667785645,44783927,Bus Stop
-12.9239072799683,-38.5026702880859,43768770,Bus Stop
-12.9320363998413,-38.4912948608398,44783536,Bus Stop
-12.978196144104,-38.4309959411621,45834207,Bus Stop
-12.9826593399048,-38.4332313537598,45833717,Bus Stop
-12.97829246521,-38.4267387390137,230395772,Bus Stop
-12.9698810577393,-38.4133834838867,202798647,Bus Stop
-12.9421186447144,-38.3649406433105,45832860,Bus Stop
-12.9781532287598,-38.4289588928223,193533508,Bus Stop
-12.969687461853,-38.4224090576172,44782454,Bus Stop
-12.9107656478882,-38.350959777832,117165994,Bus Stop
-12.9465970993042,-38.3691139221191,262857551,Bus Stop
-12.9413347244263,-38.3585472106934,45832939,Bus Stop
-12.911057472229,-38.3492469787598,44783639,Bus Stop
-12.914249420166,-38.3660202026367,230371157,Bus Stop
-12.8503656387329,-38.3861770629883,82414043,Bus Stop
-12.9443311691284,-38.3772239685059,263450415,Bus Stop
-12.9190492630005,-38.4052467346191,44782450,Bus Stop
-12.9111166000366,-38.3493843078613,215205048,Bus Stop
-12.9264707565308,-38.3784637451172,260884374,Bus Stop
-12.9719390869141,-38.4202003479004,44783644,Bus Stop
-12.9768438339233,-38.4400444030762,230390834,Bus Stop
-12.9090366363525,-38.3663597106934,211299456,Bus Stop
-12.8331680297852,-38.3775177001953,59122402,Bus Stop
-12.8995447158813,-38.3666076660156,230380795,Bus Stop
-12.9134330749512,-38.351318359375,215205214,Bus Stop
-12.9443311691284,-38.3772239685059,263450415,Bus Stop
-12.9759006500244,-38.425910949707,230395773,Bus Stop
-12.9109010696411,-38.3547782897949,268471638,Bus Stop
-12.9381427764893,-38.3683128356934,269097044,Bus Stop
-12.911527633667,-38.3583717346191,348822495,Bus Stop
-12.9115800857544,-38.379451751709,193484336,Bus Stop
-12.9698810577393,-38.4133834838867,202798647,Bus Stop
-12.978196144104,-38.4309959411621,45834207,Bus Stop
-12.9309234619141,-38.3767776489258,193792573_S,Bus Stop
-12.9413347244263,-38.3585472106934,45832939,Bus Stop
-12.9173307418823,-38.3647918701172,47566227,Bus Stop
-12.9927740097046,-38.4478721618652,44165412,Bus Stop
-12.9825992584229,-38.4358596801758,193533505,Bus Stop
-12.9601240158081,-38.4073143005371,45834027,Bus Stop
-12.9173307418823,-38.3647918701172,47566227,Bus Stop
-12.9392700195313,-38.3734931945801,236644180_S,Bus Stop
-12.9698810577393,-38.4133834838867,202798647,Bus Stop
-12.911057472229,-38.3492469787598,44783639,Bus Stop
-12.9736499786377,-38.4338836669922,45834206,Bus Stop
-12.8295612335205,-38.3712463378906,262863726,Bus Stop
-12.9173831939697,-38.3523864746094,44164980,Bus Stop
-12.9852428436279,-38.437084197998,44782920,Bus Stop
-12.9381427764893,-38.3683128356934,269097044,Bus Stop
