time,day,partition,partition_nn,carregamento_node_694,carregamento_node_2772,carregamento_node_1203,carregamento_node_592,carregamento_node_561,y_pred_694,y_pred_2772,y_pred_1203,y_pred_592,y_pred_561
2024-03-08 00:00:00,8,test,test,26.666666666666668,24.58333333333333,0.25,2.5,17.583333333333332,17.32779,-30.93472,8.442756,6.7268267,0.24724197
2024-03-08 00:05:00,8,test,test,24.416666666666668,24.83333333333333,0.5,2.5,11.416666666666666,-24.882954,34.48225,9.256344,7.8270745,-1.9623051
2024-03-08 00:10:00,8,test,test,18.0,18.0,0.5,1.5,11.166666666666666,22.34127,44.707733,9.290408,5.7780876,6.8579903
2024-03-08 00:15:00,8,test,test,18.25,12.916666666666666,0.5,1.5,9.333333333333334,30.48664,30.483711,4.8632393,6.962436,11.467461
2024-03-08 00:20:00,8,test,test,15.416666666666666,8.666666666666666,0.5,1.5,9.25,-2.4270248,37.588394,7.570368,5.456875,7.3453827
2024-03-08 00:25:00,8,test,test,13.583333333333334,8.5,0.5,1.5,7.916666666666667,-9.815498,-23.997856,7.797825,6.5742197,-3.6585693
2024-03-08 00:30:00,8,test,test,8.916666666666666,6.5,0.5,1.5,4.833333333333333,49.727554,32.59546,8.671267,8.346255,7.6305084
2024-03-08 00:35:00,8,test,test,6.166666666666667,4.916666666666667,0.3333333333333333,0.4166666666666667,3.25,6.336258,-35.68723,7.631708,8.079429,4.4085484
2024-03-08 00:40:00,8,test,test,4.583333333333333,4.583333333333333,0.3333333333333333,0.4166666666666667,2.9166666666666665,-38.533333,30.769043,6.9205136,6.3565817,12.812317
2024-03-08 00:45:00,8,test,test,4.416666666666667,2.6666666666666665,0.3333333333333333,0.4166666666666667,2.4166666666666665,60.067455,67.61366,4.330407,4.7117968,18.197006
2024-03-08 00:50:00,8,test,test,3.583333333333333,2.6666666666666665,0.3333333333333333,0.0,2.1666666666666665,15.501108,50.187817,9.132257,7.1411915,7.254406
2024-03-08 00:55:00,8,test,test,2.75,2.6666666666666665,0.25,0.0,2.083333333333333,30.713236,29.823416,8.012948,7.798112,3.2061653
2024-03-08 05:00:00,8,test,test,15.5,11.083333333333334,0.25,4.583333333333333,7.166666666666667,19.239288,-24.355804,6.9017544,4.074046,7.0578804
2024-03-08 05:05:00,8,test,test,28.75,12.833333333333334,0.0,9.583333333333334,13.333333333333334,4.562889,20.54657,7.4731236,4.7450905,3.3311043
2024-03-08 05:10:00,8,test,test,42.91666666666666,18.25,0.0,12.416666666666666,37.16666666666666,-2.6211243,21.263153,5.826218,3.976054,5.597851
2024-03-08 05:15:00,8,test,test,77.58333333333333,25.0,5.166666666666667,19.75,54.16666666666666,22.563728,87.839554,6.7477474,4.216588,16.015446
2024-03-08 05:20:00,8,test,test,92.08333333333331,37.583333333333336,13.833333333333334,19.75,87.5,47.90403,4.3556747,8.190033,4.780775,3.6694183
2024-03-08 05:25:00,8,test,test,109.0,53.5,17.25,23.416666666666668,105.25,11.386551,34.895523,6.507428,4.4857926,6.306429
2024-03-08 05:30:00,8,test,test,135.75,70.58333333333333,19.58333333333333,28.5,116.66666666666669,14.082245,25.27478,6.507295,4.582286,17.99852
2024-03-08 05:35:00,8,test,test,180.0,80.0,25.416666666666668,28.916666666666668,149.5,-6.349308,-45.50199,6.41647,4.800988,-2.450286
2024-03-08 05:40:00,8,test,test,217.58333333333331,99.16666666666669,33.75,37.833333333333336,171.25,54.841713,-34.2807,4.7162433,3.1780646,8.172794
